Année,Produits de base,Offre et utilisation,VALEUR
1994,Asperges en conserve,Stocks au début,3.07
1994,Asperges en conserve,Production,
1994,Asperges en conserve,Importations,0.13
1994,Asperges en conserve,Total utilisations,
1994,Asperges en conserve,Disparition intérieure exprimée,
1994,Asperges en conserve,Exportations,1.69
1994,Asperges en conserve,Stocks à la fin,3.4
1994,Haricots verts et jaunes frais,Total des ressources,63.03
1994,Haricots verts et jaunes frais,Production,47.16
1994,Haricots verts et jaunes frais,Importations,15.87
1994,Haricots verts et jaunes frais,Total utilisations,63.03
1994,Haricots verts et jaunes frais,Disparition intérieure exprimée,26.12
1994,Haricots verts et jaunes frais,Exportations,0.63
1994,Haricots verts et jaunes frais,Utilisation industrielle,34.61
1994,Haricots verts et jaunes frais,Pertes,1.67
1994,Haricots verts et jaunes en conserve,Total des ressources,46.93
1994,Haricots verts et jaunes en conserve,Stocks au début,16.3
1994,Haricots verts et jaunes en conserve,Production,26.16
1994,Haricots verts et jaunes en conserve,Importations,4.47
1994,Haricots verts et jaunes en conserve,Total utilisations,28.77
1994,Haricots verts et jaunes en conserve,Disparition intérieure exprimée,28.77
1994,Haricots verts et jaunes en conserve,Stocks à la fin,18.16
1994,Haricots verts et jaunes congelés,Total des ressources,28.13
1994,Haricots verts et jaunes congelés,Stocks au début,10.33
1994,Haricots verts et jaunes congelés,Production,15.58
1994,Haricots verts et jaunes congelés,Importations,2.22
1994,Haricots verts et jaunes congelés,Total utilisations,18.41
1994,Haricots verts et jaunes congelés,Disparition intérieure exprimée,13.42
1994,Haricots verts et jaunes congelés,Exportations,4.99
1994,Haricots verts et jaunes congelés,Stocks à la fin,9.72
1994,Betteraves fraîches,Total des ressources,17.52
1994,Betteraves fraîches,Production,15.09
1994,Betteraves fraîches,Importations,2.43
1994,Betteraves fraîches,Total utilisations,17.52
1994,Betteraves fraîches,Disparition intérieure exprimée,9.1
1994,Betteraves fraîches,Utilisation industrielle,7.74
1994,Betteraves fraîches,Pertes,0.68
1994,Betteraves en conserve,Total des ressources,12.52
1994,Betteraves en conserve,Stocks au début,4.74
1994,Betteraves en conserve,Production,6.72
1994,Betteraves en conserve,Importations,1.06
1994,Betteraves en conserve,Total utilisations,7.11
1994,Betteraves en conserve,Disparition intérieure exprimée,7.11
1994,Betteraves en conserve,Stocks à la fin,5.41
1994,Brocolis frais,Total des ressources,103.72
1994,Brocolis frais,Production,33.92
1994,Brocolis frais,Importations,69.8
1994,Brocolis frais,Total utilisations,103.72
1994,Brocolis frais,Disparition intérieure exprimée,92.32
1994,Brocolis frais,Utilisation industrielle,3.37
1994,Brocolis frais,Pertes,8.03
1994,Brocolis congelés,Total des ressources,11.11
1994,Brocolis congelés,Stocks au début,1.93
1994,Brocolis congelés,Production,2.54
1994,Brocolis congelés,Importations,6.64
1994,Brocolis congelés,Total utilisations,8.81
1994,Brocolis congelés,Disparition intérieure exprimée,8.81
1994,Brocolis congelés,Stocks à la fin,2.3
1994,Choux de Bruxelles frais,Total des ressources,9.19
1994,Choux de Bruxelles frais,Production,5.34
1994,Choux de Bruxelles frais,Importations,3.85
1994,Choux de Bruxelles frais,Total utilisations,9.19
1994,Choux de Bruxelles frais,Disparition intérieure exprimée,5.36
1994,Choux de Bruxelles frais,Exportations,0.04
1994,Choux de Bruxelles frais,Utilisation industrielle,3.32
1994,Choux de Bruxelles frais,Pertes,0.47
1994,Choux de Bruxelles congelés,Total des ressources,5.89
1994,Choux de Bruxelles congelés,Stocks au début,3.05
1994,Choux de Bruxelles congelés,Production,2.76
1994,Choux de Bruxelles congelés,Importations,0.08
1994,Choux de Bruxelles congelés,Total utilisations,2.29
1994,Choux de Bruxelles congelés,Disparition intérieure exprimée,2.29
1994,Choux de Bruxelles congelés,Stocks à la fin,3.6
1994,Choux frais,Total des ressources,197.68
1994,Choux frais,Stocks au début,32.46
1994,Choux frais,Production,130.76
1994,Choux frais,Importations,34.46
1994,Choux frais,Total utilisations,157.47
1994,Choux frais,Disparition intérieure exprimée,142.8
1994,Choux frais,Utilisation industrielle,3.92
1994,Choux frais,Pertes,10.75
1994,Choux frais,Stocks à la fin,40.21
1994,Choux chinois frais,Total des ressources,15.75
1994,Choux chinois frais,Importations,15.75
1994,Choux chinois frais,Total utilisations,15.75
1994,Choux chinois frais,Disparition intérieure exprimée,14.65
1994,Choux chinois frais,Pertes,1.1
1994,Carottes fraîches,Total des ressources,476.55
1994,Carottes fraîches,Stocks au début,78.04
1994,Carottes fraîches,Production,332.76
1994,Carottes fraîches,Importations,65.75
1994,Carottes fraîches,Total utilisations,418.4
1994,Carottes fraîches,Disparition intérieure exprimée,279.77
1994,Carottes fraîches,Exportations,62.98
1994,Carottes fraîches,Utilisation industrielle,67
1994,Carottes fraîches,Pertes,8.65
1994,Carottes fraîches,Stocks à la fin,58.15
1994,Carottes en conserve,Total des ressources,8.18
1994,Carottes en conserve,Stocks au début,4.34
1994,Carottes en conserve,Production,2.61
1994,Carottes en conserve,Importations,1.23
1994,Carottes en conserve,Total utilisations,6.49
1994,Carottes en conserve,Disparition intérieure exprimée,6.49
1994,Carottes en conserve,Stocks à la fin,1.69
1994,Carottes congelées,Total des ressources,60.87
1994,Carottes congelées,Stocks au début,20.71
1994,Carottes congelées,Production,35.32
1994,Carottes congelées,Importations,4.84
1994,Carottes congelées,Total utilisations,33.61
1994,Carottes congelées,Disparition intérieure exprimée,33.61
1994,Carottes congelées,Stocks à la fin,27.26
1994,Choux-fleurs frais,Total des ressources,83.84
1994,Choux-fleurs frais,Production,40.29
1994,Choux-fleurs frais,Importations,43.55
1994,Choux-fleurs frais,Total utilisations,83.84
1994,Choux-fleurs frais,Disparition intérieure exprimée,67.43
1994,Choux-fleurs frais,Exportations,3.73
1994,Choux-fleurs frais,Utilisation industrielle,6.81
1994,Choux-fleurs frais,Pertes,5.86
1994,Choux-fleurs congelés,Total des ressources,8.74
1994,Choux-fleurs congelés,Stocks au début,3.97
1994,Choux-fleurs congelés,Production,4.77
1994,Choux-fleurs congelés,Total utilisations,4.42
1994,Choux-fleurs congelés,Disparition intérieure exprimée,4.42
1994,Choux-fleurs congelés,Stocks à la fin,4.32
1994,Céleri frais,Total des ressources,141.27
1994,Céleri frais,Production,49.71
1994,Céleri frais,Importations,91.56
1994,Céleri frais,Total utilisations,141.27
1994,Céleri frais,Disparition intérieure exprimée,127.42
1994,Céleri frais,Exportations,4.25
1994,Céleri frais,Utilisation industrielle,
1994,Céleri frais,Pertes,9.59
1994,Maïs frais,Total des ressources,374.79
1994,Maïs frais,Production,345.39
1994,Maïs frais,Importations,29.4
1994,Maïs frais,Total utilisations,374.79
1994,Maïs frais,Disparition intérieure exprimée,99.65
1994,Maïs frais,Utilisation industrielle,266.47
1994,Maïs frais,Pertes,8.67
1994,Maïs en conserve,Total des ressources,94.44
1994,Maïs en conserve,Stocks au début,32.65
1994,Maïs en conserve,Production,56.63
1994,Maïs en conserve,Importations,5.17
1994,Maïs en conserve,Total utilisations,53.91
1994,Maïs en conserve,Disparition intérieure exprimée,43.51
1994,Maïs en conserve,Exportations,10.4
1994,Maïs en conserve,Stocks à la fin,40.53
1994,Maïs congelé,Total des ressources,58.84
1994,Maïs congelé,Stocks au début,14.52
1994,Maïs congelé,Production,40.42
1994,Maïs congelé,Importations,3.9
1994,Maïs congelé,Total utilisations,38.91
1994,Maïs congelé,Disparition intérieure exprimée,24.54
1994,Maïs congelé,Exportations,14.37
1994,Maïs congelé,Stocks à la fin,19.93
1994,Concombres frais,Total des ressources,140.92
1994,Concombres frais,Production,96.26
1994,Concombres frais,Importations,44.66
1994,Concombres frais,Total utilisations,140.92
1994,Concombres frais,Disparition intérieure exprimée,94.58
1994,Concombres frais,Exportations,4.14
1994,Concombres frais,Utilisation industrielle,33.98
1994,Concombres frais,Pertes,8.22
1994,Autres racines alimentaires fraîche,Total des ressources,7.81
1994,Autres racines alimentaires fraîche,Importations,7.81
1994,Autres racines alimentaires fraîche,Total utilisations,7.81
1994,Autres racines alimentaires fraîche,Disparition intérieure exprimée,7.26
1994,Autres racines alimentaires fraîche,Pertes,0.55
1994,Aubergines fraîches,Total des ressources,9.33
1994,Aubergines fraîches,Importations,9.33
1994,Aubergines fraîches,Total utilisations,9.33
1994,Aubergines fraîches,Disparition intérieure exprimée,8.68
1994,Aubergines fraîches,Exportations,0
1994,Aubergines fraîches,Pertes,0.65
1994,Ail frais,Total des ressources,6.7
1994,Ail frais,Production,0.1
1994,Ail frais,Importations,6.6
1994,Ail frais,Total utilisations,6.7
1994,Ail frais,Disparition intérieure exprimée,5.95
1994,Ail frais,Exportations,0.37
1994,Ail frais,Pertes,0.38
1994,Choux-raves frais,Total des ressources,3.55
1994,Choux-raves frais,Importations,3.55
1994,Choux-raves frais,Total utilisations,3.55
1994,Choux-raves frais,Disparition intérieure exprimée,3.3
1994,Choux-raves frais,Pertes,0.25
1994,Poireaux frais,Total des ressources,5.91
1994,Poireaux frais,Production,2.81
1994,Poireaux frais,Importations,3.1
1994,Poireaux frais,Total utilisations,5.91
1994,Poireaux frais,Disparition intérieure exprimée,5.56
1994,Poireaux frais,Exportations,0
1994,Poireaux frais,Pertes,0.35
1994,Autres légumineuses fraîches,Total des ressources,1.86
1994,Autres légumineuses fraîches,Importations,1.86
1994,Autres légumineuses fraîches,Total utilisations,1.86
1994,Autres légumineuses fraîches,Disparition intérieure exprimée,1.72
1994,Autres légumineuses fraîches,Exportations,0.03
1994,Autres légumineuses fraîches,Pertes,0.11
1994,Laitue fraîche,Total des ressources,313.56
1994,Laitue fraîche,Production,78.25
1994,Laitue fraîche,Importations,235.31
1994,Laitue fraîche,Total utilisations,313.56
1994,Laitue fraîche,Disparition intérieure exprimée,284.12
1994,Laitue fraîche,Exportations,8.05
1994,Laitue fraîche,Pertes,21.39
1994,Haricots de lima congelés,Total des ressources,1.13
1994,Haricots de lima congelés,Stocks au début,0.31
1994,Haricots de lima congelés,Production,
1994,Haricots de lima congelés,Importations,0.82
1994,Haricots de lima congelés,Total utilisations,0.6
1994,Haricots de lima congelés,Disparition intérieure exprimée,0.6
1994,Haricots de lima congelés,Stocks à la fin,0.52
1994,Manioc frais,Total des ressources,0.71
1994,Manioc frais,Importations,0.71
1994,Manioc frais,Total utilisations,0.71
1994,Manioc frais,Disparition intérieure exprimée,0.68
1994,Manioc frais,Pertes,0.03
1994,Champignons frais,Total des ressources,60.28
1994,Champignons frais,Production,56.61
1994,Champignons frais,Importations,3.67
1994,Champignons frais,Disparition intérieure exprimée,45.28
1994,Champignons frais,Exportations,2.11
1994,Champignons frais,Utilisation industrielle,10
1994,Champignons frais,Pertes,2.89
1994,Champignons en conserve,Total des ressources,37.46
1994,Champignons en conserve,Stocks au début,0.35
1994,Champignons en conserve,Production,12.05
1994,Champignons en conserve,Importations,25.06
1994,Champignons en conserve,Total utilisations,37.46
1994,Champignons en conserve,Disparition intérieure exprimée,35.46
1994,Champignons en conserve,Exportations,2
1994,Champignons en conserve,Stocks à la fin,
1994,Okra frais,Total des ressources,1.53
1994,Okra frais,Importations,1.53
1994,Okra frais,Total utilisations,1.53
1994,Okra frais,Disparition intérieure exprimée,1.35
1994,Okra frais,Pertes,0.18
1994,Olives fraîches,Total des ressources,0.46
1994,Olives fraîches,Importations,0.46
1994,Olives fraîches,Total utilisations,0.46
1994,Olives fraîches,Disparition intérieure exprimée,0.43
1994,Olives fraîches,Pertes,0.03
1994,Oignons et échalotes frais,Total des ressources,295.84
1994,Oignons et échalotes frais,Stocks au début,48.72
1994,Oignons et échalotes frais,Production,130.09
1994,Oignons et échalotes frais,Importations,117.03
1994,Oignons et échalotes frais,Total utilisations,228.79
1994,Oignons et échalotes frais,Disparition intérieure exprimée,188.24
1994,Oignons et échalotes frais,Exportations,28.54
1994,Oignons et échalotes frais,Utilisation industrielle,
1994,Oignons et échalotes frais,Pertes,12.02
1994,Oignons et échalotes frais,Stocks à la fin,67.05
1994,Persil frais,Total des ressources,5.41
1994,Persil frais,Production,0.28
1994,Persil frais,Importations,5.13
1994,Persil frais,Total utilisations,5.41
1994,Persil frais,Disparition intérieure exprimée,5.03
1994,Persil frais,Pertes,0.38
1994,Panais frais,Total des ressources,6.47
1994,Panais frais,Production,6.12
1994,Panais frais,Importations,0.35
1994,Panais frais,Total utilisations,6.47
1994,Panais frais,Disparition intérieure exprimée,5.76
1994,Panais frais,Pertes,0.71
1994,Pois frais,Total des ressources,65.91
1994,Pois frais,Production,61.79
1994,Pois frais,Importations,4.12
1994,Pois frais,Total utilisations,65.91
1994,Pois frais,Disparition intérieure exprimée,6.46
1994,Pois frais,Exportations,0.05
1994,Pois frais,Utilisation industrielle,59.06
1994,Pois frais,Pertes,0.34
1994,Pois en conserve,Total des ressources,38.82
1994,Pois en conserve,Stocks au début,16.61
1994,Pois en conserve,Production,21.49
1994,Pois en conserve,Importations,0.72
1994,Pois en conserve,Total utilisations,23.36
1994,Pois en conserve,Disparition intérieure exprimée,21.68
1994,Pois en conserve,Exportations,1.68
1994,Pois en conserve,Stocks à la fin,15.46
1994,Pois congelés,Total des ressources,59.69
1994,Pois congelés,Stocks au début,21.44
1994,Pois congelés,Production,35.8
1994,Pois congelés,Importations,2.45
1994,Pois congelés,Total utilisations,43.78
1994,Pois congelés,Disparition intérieure exprimée,35.22
1994,Pois congelés,Exportations,8.55
1994,Pois congelés,Stocks à la fin,15.91
1994,Piments frais,Total des ressources,95.96
1994,Piments frais,Production,32.35
1994,Piments frais,Importations,63.61
1994,Piments frais,Total utilisations,95.96
1994,Piments frais,Disparition intérieure exprimée,84.75
1994,Piments frais,Exportations,3.84
1994,Piments frais,Utilisation industrielle,
1994,Piments frais,Pertes,7.37
1994,Pommes de terre sucrées fraîches,Total des ressources,11.33
1994,Pommes de terre sucrées fraîches,Importations,11.33
1994,Pommes de terre sucrées fraîches,Total utilisations,11.33
1994,Pommes de terre sucrées fraîches,Disparition intérieure exprimée,10.88
1994,Pommes de terre sucrées fraîches,Exportations,0
1994,Pommes de terre sucrées fraîches,Pertes,0.45
1994,Pommes de terre croustilles,Production,259.02
1994,Pommes de terre croustilles,Importations,35
1994,Pommes de terre croustilles,Total utilisations,299.02
