Année,Produits de base,Offre et utilisation,VALEUR
1994,Poudre de babeurre,Total des ressources,6.07
1994,Poudre de babeurre,Stocks au début,0.45
1994,Poudre de babeurre,Production,4.64
1994,Poudre de babeurre,Importations,0.98
1994,Poudre de babeurre,Total utilisations,5.42
1994,Poudre de babeurre,Disparition intérieure exprimée,5.42
1994,Poudre de babeurre,Stocks à la fin,0.65
1994,Poudre de lactosérum,Total des ressources,76.75
1994,Poudre de lactosérum,Stocks au début,3.99
1994,Poudre de lactosérum,Production,72.76
1994,Poudre de lactosérum,Total utilisations,73.32
1994,Poudre de lactosérum,Disparition intérieure exprimée,28.21
1994,Poudre de lactosérum,Utilisation industrielle,45.11
1994,Poudre de lactosérum,Stocks à la fin,3.43
1994,Autres produits de lait entier,Total des ressources,24.22
1994,Autres produits de lait entier,Stocks au début,0.54
1994,Autres produits de lait entier,Production,17.57
1994,Autres produits de lait entier,Importations,6.11
1994,Autres produits de lait entier,Total utilisations,23.29
1994,Autres produits de lait entier,Disparition intérieure exprimée,16.71
1994,Autres produits de lait entier,Exportations,6.58
1994,Autres produits de lait entier,Stocks à la fin,0.93
1994,Lait entier concentré,Total des ressources,46.72
1994,Lait entier concentré,Stocks au début,3.19
1994,Lait entier concentré,Production,43.47
1994,Lait entier concentré,Importations,0.06
1994,Lait entier concentré,Total utilisations,45.27
1994,Lait entier concentré,Disparition intérieure exprimée,40.64
1994,Lait entier concentré,Exportations,4.64
1994,Lait entier concentré,Stocks à la fin,1.44
1994,Lait entier condensé,Total des ressources,
1994,Lait entier condensé,Stocks au début,
1994,Lait entier condensé,Production,
1994,Lait entier condensé,Importations,1.61
1994,Lait entier condensé,Total utilisations,
1994,Lait entier condensé,Disparition intérieure exprimée,
1994,Lait entier condensé,Exportations,0.12
1994,Lait entier condensé,Stocks à la fin,
1994,Lait concentré écrémé,Total des ressources,18.14
1994,Lait concentré écrémé,Stocks au début,0.06
1994,Lait concentré écrémé,Production,18.08
1994,Lait concentré écrémé,Total utilisations,18.09
1994,Lait concentré écrémé,Disparition intérieure exprimée,18.09
1994,Lait concentré écrémé,Stocks à la fin,0.05
1994,Lait écrémé concentré sucré,Total des ressources,5.84
1994,Lait écrémé concentré sucré,Stocks au début,0
1994,Lait écrémé concentré sucré,Production,5.84
1994,Lait écrémé concentré sucré,Total utilisations,5.82
1994,Lait écrémé concentré sucré,Disparition intérieure exprimée,5.82
1994,Lait écrémé concentré sucré,Stocks à la fin,0.02
1994,Lait frappé,Total des ressources,13.79
1994,Lait frappé,Production,13.79
1994,Lait frappé,Total utilisations,13.79
1994,Lait frappé,Disparition intérieure exprimée,13.79
1994,Crème glacée,Total des ressources,345.34
1994,Crème glacée,Production,344.54
1994,Crème glacée,Importations,0.8
1994,Crème glacée,Total utilisations,345.34
1994,Crème glacée,Disparition intérieure exprimée,340.51
1994,Crème glacée,Exportations,4.83
1994,Sorbet,Total des ressources,4.81
1994,Sorbet,Production,4.81
1994,Sorbet,Total utilisations,4.81
1994,Sorbet,Disparition intérieure exprimée,4.81
1994,Lait glacé,Total des ressources,22.51
1994,Lait glacé,Production,22.51
1994,Lait glacé,Total utilisations,22.51
1994,Lait glacé,Disparition intérieure exprimée,22.51
1994,"Lait homogénéisé 3,25 %",Total des ressources,487.42
1994,"Lait homogénéisé 3,25 %",Production,487.42
1994,"Lait homogénéisé 3,25 %",Total utilisations,487.42
1994,"Lait homogénéisé 3,25 %",Disparition intérieure exprimée,487.42
1994,Babeurre,Total des ressources,12.04
1994,Babeurre,Production,12.04
1994,Babeurre,Total utilisations,12.04
1994,Babeurre,Disparition intérieure exprimée,12.04
1994,Lait partiellement écrémé 2 %,Total des ressources,1454.61
1994,Lait partiellement écrémé 2 %,Production,1454.61
1994,Lait partiellement écrémé 2 %,Total utilisations,1454.61
1994,Lait partiellement écrémé 2 %,Disparition intérieure exprimée,1454.61
1994,Lait partiellement écrémé 1 %,Total des ressources,377.11
1994,Lait partiellement écrémé 1 %,Production,377.11
1994,Lait partiellement écrémé 1 %,Total utilisations,377.11
1994,Lait partiellement écrémé 1 %,Disparition intérieure exprimée,377.11
1994,Lait écrémé,Total des ressources,191.5
1994,Lait écrémé,Production,191.5
1994,Lait écrémé,Total utilisations,191.5
1994,Lait écrémé,Disparition intérieure exprimée,191.5
1994,Lait au chocolat et autres laits aromatisés,Total des ressources,110.41
1994,Lait au chocolat et autres laits aromatisés,Production,110.39
1994,Lait au chocolat et autres laits aromatisés,Importations,0.02
1994,Lait au chocolat et autres laits aromatisés,Total utilisations,110.41
1994,Lait au chocolat et autres laits aromatisés,Disparition intérieure exprimée,110.41
1994,Crème à céréale 10 %,Total des ressources,81.63
1994,Crème à céréale 10 %,Production,81.63
1994,Crème à céréale 10 %,Total utilisations,81.63
1994,Crème à céréale 10 %,Disparition intérieure exprimée,81.63
1994,Crème de table 18 %,Total des ressources,18.9
1994,Crème de table 18 %,Production,18.9
1994,Crème de table 18 %,Total utilisations,18.9
1994,Crème de table 18 %,Disparition intérieure exprimée,18.9
1994,Crème à fouetter 32 % à 35 %,Total des ressources,24.23
1994,Crème à fouetter 32 % à 35 %,Production,24.23
1994,Crème à fouetter 32 % à 35 %,Total utilisations,24.23
1994,Crème à fouetter 32 % à 35 %,Disparition intérieure exprimée,24.23
1994,Crème sure,Total des ressources,29.68
1994,Crème sure,Production,29.68
1994,Crème sure,Total utilisations,29.68
1994,Crème sure,Disparition intérieure exprimée,29.68
1994,Yogourt,Total des ressources,89.72
1994,Yogourt,Production,89.37
1994,Yogourt,Importations,0.36
1994,Yogourt,Total utilisations,89.72
1994,Yogourt,Disparition intérieure exprimée,89.58
1994,Yogourt,Exportations,0.14
1994,Poulet,Total des ressources,762.07
1994,Poulet,Stocks au début,11.02
1994,Poulet,Production,695.66
1994,Poulet,Importations,55.39
1994,Poulet,Total utilisations,741.71
1994,Poulet,Disparition intérieure exprimée,726.31
1994,Poulet,Exportations,15.4
1994,Poulet,Stocks à la fin,20.36
1994,Poule à bouillir,Total des ressources,50
1994,Poule à bouillir,Stocks au début,0.96
1994,Poule à bouillir,Production,25.11
1994,Poule à bouillir,Importations,23.93
1994,Poule à bouillir,Total utilisations,48.08
1994,Poule à bouillir,Disparition intérieure exprimée,41.11
1994,Poule à bouillir,Exportations,6.97
1994,Poule à bouillir,Stocks à la fin,1.92
1994,Poulet et poule à bouillir total,Total des ressources,812.07
1994,Poulet et poule à bouillir total,Stocks au début,11.98
1994,Poulet et poule à bouillir total,Production,720.77
1994,Poulet et poule à bouillir total,Importations,79.32
1994,Poulet et poule à bouillir total,Total utilisations,789.79
1994,Poulet et poule à bouillir total,Disparition intérieure exprimée,767.42
1994,Poulet et poule à bouillir total,Exportations,22.37
1994,Poulet et poule à bouillir total,Stocks à la fin,22.28
1994,Dindon,Total des ressources,152.09
1994,Dindon,Stocks au début,13.88
1994,Dindon,Production,133.14
1994,Dindon,Importations,5.07
1994,Dindon,Total utilisations,141.84
1994,Dindon,Disparition intérieure exprimée,127.88
1994,Dindon,Exportations,13.96
1994,Dindon,Stocks à la fin,10.25
1994,Oeufs,Total des ressources,345.44
1994,Oeufs,Stocks au début,3.33
1994,Oeufs,Production,322.82
1994,Oeufs,Importations,19.29
1994,Oeufs,Total utilisations,342.57
1994,Oeufs,Disparition intérieure exprimée,286.78
1994,Oeufs,Exportations,16.47
1994,Oeufs,Utilisation industrielle,33.22
1994,Oeufs,Pertes,6.11
1994,Oeufs,Stocks à la fin,2.87
1994,Porc,Total des ressources,1267.46
1994,Porc,Stocks au début,10.83
1994,Porc,Production,1229.38
1994,Porc,Importations,27.25
1994,Porc,Total utilisations,1251.99
1994,Porc,Disparition intérieure exprimée,823.94
1994,Porc,Exportations,301.42
1994,Porc,Utilisation industrielle,28.28
1994,Porc,Pertes,98.35
1994,Porc,Stocks à la fin,15.47
1994,Boeuf,Total des ressources,1165.88
1994,Boeuf,Stocks au début,23.31
1994,Boeuf,Production,861.86
1994,Boeuf,Importations,280.71
1994,Boeuf,Total utilisations,1135.79
1994,Boeuf,Disparition intérieure exprimée,919.2
1994,Boeuf,Exportations,216.59
1994,Boeuf,Stocks à la fin,30.09
1994,Veau,Total des ressources,43.5
1994,Veau,Stocks au début,0.65
1994,Veau,Production,37.6
1994,Veau,Importations,5.25
1994,Veau,Total utilisations,42.22
1994,Veau,Disparition intérieure exprimée,38.4
1994,Veau,Exportations,3.82
1994,Veau,Stocks à la fin,1.28
1994,Boeuf et veau total,Total des ressources,1209.38
1994,Boeuf et veau total,Stocks au début,23.96
1994,Boeuf et veau total,Production,899.46
1994,Boeuf et veau total,Importations,285.96
1994,Boeuf et veau total,Total utilisations,1178.01
1994,Boeuf et veau total,Disparition intérieure exprimée,957.6
1994,Boeuf et veau total,Exportations,220.41
1994,Boeuf et veau total,Stocks à la fin,31.37
1994,Mouton et agneau,Total des ressources,26.73
1994,Mouton et agneau,Stocks au début,1.76
1994,Mouton et agneau,Production,10.49
1994,Mouton et agneau,Importations,14.48
1994,Mouton et agneau,Total utilisations,23.93
1994,Mouton et agneau,Disparition intérieure exprimée,23.83
1994,Mouton et agneau,Exportations,0.1
1994,Mouton et agneau,Stocks à la fin,2.8
1994,Abats,Total des ressources,108.86
1994,Abats,Stocks au début,3.1
1994,Abats,Production,84.14
1994,Abats,Importations,21.62
1994,Abats,Total utilisations,104.56
1994,Abats,Disparition intérieure exprimée,43.93
1994,Abats,Exportations,60.63
1994,Abats,Stocks à la fin,4.3
1994,Beurre,Total des ressources,94.22
1994,Beurre,Stocks au début,5.47
1994,Beurre,Production,88.34
1994,Beurre,Importations,0.41
1994,Beurre,Total utilisations,85.85
1994,Beurre,Disparition intérieure exprimée,83.69
1994,Beurre,Exportations,2.16
1994,Beurre,Stocks à la fin,8.37
1994,Margarine,Total des ressources,127.27
1994,Margarine,Production,127.21
1994,Margarine,Importations,0.06
1994,Margarine,Disparition intérieure exprimée,125.9
1994,Margarine,Exportations,1.37
1994,Huiles à salade,Total des ressources,419.1
1994,Huiles à salade,Stocks au début,
1994,Huiles à salade,Production,379.21
1994,Huiles à salade,Importations,39.89
1994,Huiles à salade,Total utilisations,414.65
1994,Huiles à salade,Disparition intérieure exprimée,169.01
1994,Huiles à salade,Exportations,245.64
1994,Huiles à salade,Stocks à la fin,4.45
1994,Shortening et huiles de shortening,Total des ressources,308.92
1994,Shortening et huiles de shortening,Stocks au début,
1994,Shortening et huiles de shortening,Production,304.82
1994,Shortening et huiles de shortening,Importations,4.1
1994,Shortening et huiles de shortening,Total utilisations,300.07
1994,Shortening et huiles de shortening,Disparition intérieure exprimée,299.01
1994,Shortening et huiles de shortening,Exportations,1.06
1994,Shortening et huiles de shortening,Stocks à la fin,8.85
1994,Pommes fraîches,Total des ressources,892.04
1994,Pommes fraîches,Stocks au début,235.5
1994,Pommes fraîches,Production,553.74
1994,Pommes fraîches,Importations,102.8
1994,Pommes fraîches,Total utilisations,682.12
1994,Pommes fraîches,Disparition intérieure exprimée,404.61
1994,Pommes fraîches,Exportations,69.02
1994,Pommes fraîches,Utilisation industrielle,191.62
1994,Pommes fraîches,Pertes,16.86
1994,Pommes fraîches,Stocks à la fin,209.92
1994,Pommes en conserve,Total des ressources,1.06
1994,Pommes en conserve,Stocks au début,
1994,Pommes en conserve,Importations,1.06
1994,Pommes en conserve,Disparition intérieure exprimée,1.06
1994,Pommes en conserve,Stocks à la fin,
1994,Pommes séchées,Total des ressources,0.92
1994,Pommes séchées,Importations,0.92
1994,Pommes séchées,Total utilisations,0.92
1994,Pommes séchées,Disparition intérieure exprimée,0.91
1994,Pommes séchées,Exportations,0.01
1994,Pommes congelées,Total des ressources,2.88
1994,Pommes congelées,Stocks au début,
1994,Pommes congelées,Production,2.88
1994,Pommes congelées,Total utilisations,2.88
1994,Pommes congelées,Disparition intérieure exprimée,2.88
1994,Pommes congelées,Stocks à la fin,
1994,Jus de pomme,Total des ressources,373.87
1994,Jus de pomme,Stocks au début,57.24
1994,Jus de pomme,Production,230.85
1994,Jus de pomme,Importations,85.77
1994,Jus de pomme,Total utilisations,76.14
1994,Jus de pomme,Disparition intérieure exprimée,297.73
1994,Jus de pomme,Exportations,37.13
1994,Jus de pomme,Stocks à la fin,39.01
1994,Garniture de tarte aux pommes,Total des ressources,4.46
1994,Garniture de tarte aux pommes,Stocks au début,0.29
1994,Garniture de tarte aux pommes,Production,4.17
1994,Garniture de tarte aux pommes,Total utilisations,4.46
1994,Garniture de tarte aux pommes,Disparition intérieure exprimée,4.46
1994,Garniture de tarte aux pommes,Stocks à la fin,
1994,Compote de pommes,Total des ressources,21.16
1994,Compote de pommes,Stocks au début,3.89
1994,Compote de pommes,Production,11.53
1994,Compote de pommes,Importations,5.74
1994,Compote de pommes,Total utilisations,18.35
1994,Compote de pommes,Disparition intérieure exprimée,18.35
1994,Compote de pommes,Stocks à la fin,2.81
1994,Abricots frais,Total des ressources,4.81
1994,Abricots frais,Production,1.48
1994,Abricots frais,Importations,3.33
1994,Abricots frais,Total utilisations,4.81
1994,Abricots frais,Disparition intérieure exprimée,4.32
1994,Abricots frais,Exportations,0.01
1994,Abricots frais,Utilisation industrielle,0.05
1994,Abricots frais,Pertes,0.43
1994,Abricots en conserve,Total des ressources,1.63
1994,Abricots en conserve,Stocks au début,
1994,Abricots en conserve,Importations,1.63
1994,Abricots en conserve,Total utilisations,1.63
1994,Abricots en conserve,Disparition intérieure exprimée,1.53
1994,Abricots en conserve,Exportations,0.11
1994,Abricots en conserve,Stocks à la fin,
1994,Avocats frais,Total des ressources,7.92
1994,Avocats frais,Importations,7.92
1994,Avocats frais,Total utilisations,7.92
1994,Avocats frais,Disparition intérieure exprimée,7.42
1994,Avocats frais,Exportations,0.01
1994,Avocats frais,Pertes,0.49
1994,Bananes fraîches,Total des ressources,386.12
1994,Bananes fraîches,Importations,386.12
1994,Bananes fraîches,Disparition intérieure exprimée,385.9
1994,Bananes fraîches,Exportations,0.22
1994,Baies fraîches autres,Total des ressources,23.11
1994,Baies fraîches autres,Production,20.57
1994,Baies fraîches autres,Importations,2.54
1994,Baies fraîches autres,Total utilisations,23.11
1994,Baies fraîches autres,Disparition intérieure exprimée,4.06
1994,Baies fraîches autres,Exportations,6.54
1994,Baies fraîches autres,Utilisation industrielle,12.17
1994,Baies fraîches autres,Pertes,0.35
1994,Bleuets frais,Total des ressources,47.83
1994,Bleuets frais,Production,40.64
1994,Bleuets frais,Importations,7.19
1994,Bleuets frais,Total utilisations,47.83
1994,Bleuets frais,Disparition intérieure exprimée,18.84
1994,Bleuets frais,Exportations,8.32
1994,Bleuets frais,Utilisation industrielle,20.09
1994,Bleuets frais,Pertes,0.58
1994,Bleuets en conserve,Total des ressources,0.23
1994,Bleuets en conserve,Importations,0.23
1994,Bleuets en conserve,Total utilisations,
1994,Bleuets en conserve,Disparition intérieure exprimée,0.23
1994,Bleuets congelés,Total des ressources,49.18
1994,Bleuets congelés,Stocks au début,19.35
1994,Bleuets congelés,Production,27.23
1994,Bleuets congelés,Importations,2.6
1994,Bleuets congelés,Total utilisations,34.84
1994,Bleuets congelés,Disparition intérieure exprimée,8.58
1994,Bleuets congelés,Exportations,26.26
1994,Bleuets congelés,Stocks à la fin,14.34
1994,Cerises fraîches,Total des ressources,19.65
1994,Cerises fraîches,Production,13.11
1994,Cerises fraîches,Importations,6.54
1994,Cerises fraîches,Total utilisations,19.65
1994,Cerises fraîches,Disparition intérieure exprimée,10.56
1994,Cerises fraîches,Exportations,0.38
1994,Cerises fraîches,Utilisation industrielle,7.79
1994,Cerises fraîches,Pertes,0.92
1994,Cerises congelées,Total des ressources,6.74
1994,Cerises congelées,Stocks au début,0.98
1994,Cerises congelées,Production,5.15
1994,Cerises congelées,Importations,0.61
1994,Cerises congelées,Total utilisations,6.34
1994,Cerises congelées,Disparition intérieure exprimée,6.34
1994,Cerises congelées,Stocks à la fin,0.39
1994,Noix de coco fraîches,Total des ressources,7.79
1994,Noix de coco fraîches,Importations,7.79
1994,Noix de coco fraîches,Total utilisations,7.79
1994,Noix de coco fraîches,Disparition intérieure exprimée,7.53
1994,Noix de coco fraîches,Exportations,0.26
1994,Canneberges fraîches,Total des ressources,27.07
1994,Canneberges fraîches,Production,25.36
1994,Canneberges fraîches,Importations,1.71
1994,Canneberges fraîches,Total utilisations,27.07
1994,Canneberges fraîches,Disparition intérieure exprimée,25.99
1994,Canneberges fraîches,Pertes,1.08
1994,Dattes fraîches,Total des ressources,28.37
1994,Dattes fraîches,Importations,28.37
1994,Dattes fraîches,Total utilisations,28.37
1994,Dattes fraîches,Disparition intérieure exprimée,28.25
1994,Dattes fraîches,Exportations,0.12
1994,Figues fraîches,Total des ressources,9.48
1994,Figues fraîches,Importations,9.48
1994,Figues fraîches,Total utilisations,9.48
1994,Figues fraîches,Disparition intérieure exprimée,9.43
1994,Figues fraîches,Exportations,0.04
1994,Raisins frais,Total des ressources,192.86
1994,Raisins frais,Production,49.18
1994,Raisins frais,Importations,143.68
1994,Raisins frais,Total utilisations,192.86
1994,Raisins frais,Disparition intérieure exprimée,135.61
1994,Raisins frais,Exportations,0.85
1994,Raisins frais,Utilisation industrielle,42.99
1994,Raisins frais,Pertes,13.41
1994,Jus de raisin,Total des ressources,81.72
1994,Jus de raisin,Importations,81.72
1994,Jus de raisin,Total utilisations,81.72
1994,Jus de raisin,Disparition intérieure exprimée,79.68
1994,Jus de raisin,Exportations,2.04
1994,Goyaves et mangues fraîches,Total des ressources,16.21
1994,Goyaves et mangues fraîches,Importations,16.21
1994,Goyaves et mangues fraîches,Total utilisations,16.21
1994,Goyaves et mangues fraîches,Disparition intérieure exprimée,15.21
1994,Goyaves et mangues fraîches,Exportations,0
1994,Goyaves et mangues fraîches,Pertes,1.01
1994,Kiwis frais,Total des ressources,15.15
1994,Kiwis frais,Production,0.31
1994,Kiwis frais,Importations,14.85
1994,Kiwis frais,Total utilisations,15.15
1994,Kiwis frais,Disparition intérieure exprimée,14.21
1994,Kiwis frais,Pertes,0.94
1994,"Melons, brodés et cantaloups frais",Total des ressources,64.13
1994,"Melons, brodés et cantaloups frais",Importations,64.13
1994,"Melons, brodés et cantaloups frais",Total utilisations,64.13
1994,"Melons, brodés et cantaloups frais",Disparition intérieure exprimée,57.85
1994,"Melons, brodés et cantaloups frais",Pertes,6.29
1994,Autres melons frais,Total des ressources,15.83
1994,Autres melons frais,Production,7.54
1994,Autres melons frais,Importations,8.3
1994,Autres melons frais,Total utilisations,15.83
1994,Autres melons frais,Disparition intérieure exprimée,14.2
1994,Autres melons frais,Exportations,0.09
1994,Autres melons frais,Pertes,1.54
1994,Melons d'eau frais,Total des ressources,109.51
1994,Melons d'eau frais,Importations,109.51
1994,Melons d'eau frais,Total utilisations,109.51
1994,Melons d'eau frais,Disparition intérieure exprimée,98.78
1994,Melons d'eau frais,Pertes,10.73
1994,Melons d'hiver frais,Total des ressources,19.9
1994,Melons d'hiver frais,Importations,19.9
1994,Melons d'hiver frais,Total utilisations,19.9
1994,Melons d'hiver frais,Disparition intérieure exprimée,17.95
1994,Melons d'hiver frais,Pertes,1.95
1994,Melons frais total,Total des ressources,209.37
1994,Melons frais total,Production,7.54
1994,Melons frais total,Importations,201.84
1994,Melons frais total,Total utilisations,209.37
1994,Melons frais total,Disparition intérieure exprimée,188.77
1994,Melons frais total,Exportations,0.09
1994,Melons frais total,Pertes,20.51
1994,Nectarines fraîches,Total des ressources,32.4
1994,Nectarines fraîches,Production,0.86
1994,Nectarines fraîches,Importations,31.54
1994,Nectarines fraîches,Total utilisations,32.4
1994,Nectarines fraîches,Disparition intérieure exprimée,30.78
1994,Nectarines fraîches,Pertes,1.62
1994,Papayes fraîches,Total des ressources,3.73
1994,Papayes fraîches,Importations,3.73
1994,Papayes fraîches,Total utilisations,3.73
1994,Papayes fraîches,Disparition intérieure exprimée,3.49
1994,Papayes fraîches,Exportations,0.01
1994,Papayes fraîches,Pertes,0.23
1994,Pêches fraîches,Total des ressources,64.74
1994,Pêches fraîches,Production,43.3
1994,Pêches fraîches,Importations,21.44
1994,Pêches fraîches,Total utilisations,64.74
1994,Pêches fraîches,Disparition intérieure exprimée,56.1
1994,Pêches fraîches,Utilisation industrielle,5.06
1994,Pêches fraîches,Pertes,3.58
1994,Pêches en conserve,Total des ressources,25.93
1994,Pêches en conserve,Stocks au début,
1994,Pêches en conserve,Production,4.96
1994,Pêches en conserve,Importations,20.97
1994,Pêches en conserve,Total utilisations,25.93
1994,Pêches en conserve,Disparition intérieure exprimée,25.62
1994,Pêches en conserve,Exportations,0.31
1994,Pêches en conserve,Stocks à la fin,
1994,Poires fraîches,Total des ressources,73.96
1994,Poires fraîches,Production,14.81
1994,Poires fraîches,Importations,59.15
1994,Poires fraîches,Total utilisations,73.96
1994,Poires fraîches,Disparition intérieure exprimée,65.51
1994,Poires fraîches,Exportations,0.36
1994,Poires fraîches,Utilisation industrielle,4.2
1994,Poires fraîches,Pertes,3.89
1994,Poires en conserve,Total des ressources,11.3
1994,Poires en conserve,Stocks au début,
1994,Poires en conserve,Production,3.75
1994,Poires en conserve,Importations,7.55
1994,Poires en conserve,Total utilisations,11.3
1994,Poires en conserve,Disparition intérieure exprimée,11.3
1994,Poires en conserve,Exportations,0
1994,Poires en conserve,Stocks à la fin,
1994,Ananas frais,Total des ressources,17.51
1994,Ananas frais,Importations,17.51
1994,Ananas frais,Total utilisations,17.51
1994,Ananas frais,Disparition intérieure exprimée,16.6
1994,Ananas frais,Exportations,0.03
1994,Ananas frais,Pertes,0.87
1994,Ananas en conserve,Total des ressources,31.34
1994,Ananas en conserve,Importations,31.34
1994,Ananas en conserve,Total utilisations,31.34
1994,Ananas en conserve,Disparition intérieure exprimée,31.27
1994,Ananas en conserve,Exportations,0.06
1994,Jus d'ananas,Total des ressources,22.84
1994,Jus d'ananas,Importations,22.84
1994,Jus d'ananas,Total utilisations,22.84
1994,Jus d'ananas,Disparition intérieure exprimée,22.47
1994,Jus d'ananas,Exportations,0.37
1994,Prunes fraîches total,Total des ressources,31.14
1994,Prunes fraîches total,Production,3.68
1994,Prunes fraîches total,Importations,27.46
1994,Prunes fraîches total,Total utilisations,31.14
1994,Prunes fraîches total,Disparition intérieure exprimée,29.37
1994,Prunes fraîches total,Exportations,0.06
1994,Prunes fraîches total,Utilisation industrielle,0.16
1994,Prunes fraîches total,Pertes,1.55
1994,Coings frais,Total des ressources,0.12
1994,Coings frais,Importations,0.12
1994,Coings frais,Total utilisations,0.12
1994,Coings frais,Disparition intérieure exprimée,0.12
1994,Coings frais,Pertes,0.01
1994,Framboises congelées,Total des ressources,12.97
1994,Framboises congelées,Stocks au début,0.72
1994,Framboises congelées,Production,11.61
1994,Framboises congelées,Importations,0.64
1994,Framboises congelées,Total utilisations,12.58
1994,Framboises congelées,Disparition intérieure exprimée,12.58
1994,Framboises congelées,Stocks à la fin,0.39
1994,Fraises fraîches,Total des ressources,70.99
1994,Fraises fraîches,Production,31.78
1994,Fraises fraîches,Importations,39.21
1994,Fraises fraîches,Total utilisations,70.99
1994,Fraises fraîches,Disparition intérieure exprimée,62.09
1994,Fraises fraîches,Exportations,0.06
1994,Fraises fraîches,Utilisation industrielle,3.45
1994,Fraises fraîches,Pertes,5.4
1994,Fraises en conserve,Total des ressources,0.46
1994,Fraises en conserve,Importations,0.46
1994,Fraises en conserve,Total utilisations,
1994,Fraises en conserve,Disparition intérieure exprimée,0.46
1994,Fraises congelées,Total des ressources,15.55
1994,Fraises congelées,Stocks au début,2.03
1994,Fraises congelées,Production,3.62
1994,Fraises congelées,Importations,9.9
1994,Fraises congelées,Total utilisations,14.35
1994,Fraises congelées,Disparition intérieure exprimée,14.16
1994,Fraises congelées,Exportations,0.19
1994,Fraises congelées,Stocks à la fin,1.2
1994,Fruits frais non spécifiés,Total des ressources,11.89
1994,Fruits frais non spécifiés,Importations,11.89
1994,Fruits frais non spécifiés,Total utilisations,11.89
1994,Fruits frais non spécifiés,Disparition intérieure exprimée,11.06
1994,Fruits frais non spécifiés,Exportations,0.1
1994,Fruits frais non spécifiés,Pertes,0.73
1994,Fruits en conserve non spécifiés,Total des ressources,34.55
1994,Fruits en conserve non spécifiés,Importations,34.55
1994,Fruits en conserve non spécifiés,Total utilisations,34.55
1994,Fruits en conserve non spécifiés,Disparition intérieure exprimée,24.4
1994,Fruits en conserve non spécifiés,Exportations,10.15
1994,Fruits sèches non spécifiés,Total des ressources,38.05
1994,Fruits sèches non spécifiés,Importations,38.05
1994,Fruits sèches non spécifiés,Total utilisations,38.05
1994,Fruits sèches non spécifiés,Disparition intérieure exprimée,37.57
1994,Fruits sèches non spécifiés,Exportations,0.47
1994,Fruits congelés non spécifiés,Total des ressources,7.09
1994,Fruits congelés non spécifiés,Importations,7.09
1994,Fruits congelés non spécifiés,Total utilisations,7.09
1994,Fruits congelés non spécifiés,Disparition intérieure exprimée,7.09
1994,Oranges fraîches,Total des ressources,278.54
1994,Oranges fraîches,Importations,278.54
1994,Oranges fraîches,Total utilisations,278.54
1994,Oranges fraîches,Disparition intérieure exprimée,270.14
1994,Oranges fraîches,Exportations,0.04
1994,Oranges fraîches,Pertes,8.35
1994,Jus d'orange,Total des ressources,349.45
1994,Jus d'orange,Importations,349.45
1994,Jus d'orange,Total utilisations,349.45
1994,Jus d'orange,Disparition intérieure exprimée,343.75
1994,Jus d'orange,Exportations,5.7
1994,Citrons frais,Total des ressources,27.71
1994,Citrons frais,Importations,27.71
1994,Citrons frais,Total utilisations,27.71
1994,Citrons frais,Disparition intérieure exprimée,26.6
1994,Citrons frais,Pertes,1.11
1994,Jus de citron,Total des ressources,10.14
1994,Jus de citron,Importations,10.14
1994,Jus de citron,Total utilisations,10.14
1994,Jus de citron,Disparition intérieure exprimée,10.14
1994,Pamplemousses frais,Total des ressources,75.71
1994,Pamplemousses frais,Importations,75.71
1994,Pamplemousses frais,Total utilisations,75.71
1994,Pamplemousses frais,Disparition intérieure exprimée,73.44
1994,Pamplemousses frais,Exportations,
1994,Pamplemousses frais,Pertes,2.27
1994,Jus de pamplemousse,Total des ressources,28.85
1994,Jus de pamplemousse,Importations,28.85
1994,Jus de pamplemousse,Total utilisations,28.85
1994,Jus de pamplemousse,Disparition intérieure exprimée,28.13
1994,Jus de pamplemousse,Exportations,0.72
1994,Limes fraîches,Total des ressources,5.76
1994,Limes fraîches,Importations,5.76
1994,Limes fraîches,Total utilisations,5.76
1994,Limes fraîches,Disparition intérieure exprimée,5.47
1994,Limes fraîches,Pertes,0.29
1994,Mandarines fraîches,Total des ressources,69.51
1994,Mandarines fraîches,Importations,69.51
1994,Mandarines fraîches,Total utilisations,69.51
1994,Mandarines fraîches,Disparition intérieure exprimée,65.33
1994,Mandarines fraîches,Exportations,0.01
1994,Mandarines fraîches,Pertes,4.17
1994,Autres agrumes frais,Total des ressources,1.02
1994,Autres agrumes frais,Importations,1.02
1994,Autres agrumes frais,Total utilisations,1.02
1994,Autres agrumes frais,Disparition intérieure exprimée,0.97
1994,Autres agrumes frais,Exportations,0.02
1994,Autres agrumes frais,Pertes,0.03
1994,Artichauts frais,Total des ressources,2.32
1994,Artichauts frais,Importations,2.32
1994,Artichauts frais,Total utilisations,2.32
1994,Artichauts frais,Disparition intérieure exprimée,2.09
1994,Artichauts frais,Exportations,0.02
1994,Artichauts frais,Pertes,0.21
1994,Asperges fraîches,Total des ressources,10.89
1994,Asperges fraîches,Production,2.64
1994,Asperges fraîches,Importations,8.25
1994,Asperges fraîches,Total utilisations,10.89
1994,Asperges fraîches,Disparition intérieure exprimée,9.54
1994,Asperges fraîches,Exportations,0.03
1994,Asperges fraîches,Utilisation industrielle,0.38
1994,Asperges fraîches,Pertes,0.94
1994,Asperges en conserve,Total des ressources,3.2
