"PÉRIODE DE RÉFÉRENCE","GÉO","VALEUR"
"Apr-14","Québec","8132425"
"Apr-14","Ontario","13582747"
"Apr-14","Manitoba","1274407"
"Apr-14","Saskatchewan","1109631"
"Apr-14","Alberta","4054280"
"Apr-14","Colombie-Britannique","4684490"
"Apr-14","Yukon","36682"
"Apr-14","Territoires du Nord-Ouest","43794"
"Apr-14","Nunavut","35806"
"Jul-14","Canada","35437435"
"Jul-14","Terre-Neuve-et-Labrador","528159"
"Jul-14","Île-du-Prince-Édouard","144283"
"Jul-14","Nouvelle-Écosse","938545"
"Jul-14","Nouveau-Brunswick","758976"
"Jul-14","Québec","8150183"
"Jul-14","Ontario","13617553"
"Jul-14","Manitoba","1279014"
"Jul-14","Saskatchewan","1112979"
"Jul-14","Alberta","4083648"
"Jul-14","Colombie-Britannique","4707103"
"Jul-14","Yukon","37137"
"Jul-14","Territoires du Nord-Ouest","43884"
"Jul-14","Nunavut","35971"
"Oct-14","Canada","35559047"
"Oct-14","Terre-Neuve-et-Labrador","528461"
"Oct-14","Île-du-Prince-Édouard","144538"
"Oct-14","Nouvelle-Écosse","938972"
"Oct-14","Nouveau-Brunswick","759524"
"Oct-14","Québec","8165447"
"Oct-14","Ontario","13661314"
"Oct-14","Manitoba","1283366"
"Oct-14","Saskatchewan","1116203"
"Oct-14","Alberta","4106056"
"Oct-14","Colombie-Britannique","4737725"
"Oct-14","Yukon","37272"
"Oct-14","Territoires du Nord-Ouest","44064"
"Oct-14","Nunavut","36105"
"Jan-15","Canada","35575187"
"Jan-15","Terre-Neuve-et-Labrador","528361"
"Jan-15","Île-du-Prince-Édouard","144368"
"Jan-15","Nouvelle-Écosse","938296"
"Jan-15","Nouveau-Brunswick","759617"
"Jan-15","Québec","8163132"
"Jan-15","Ontario","13657737"
"Jan-15","Manitoba","1286453"
"Jan-15","Saskatchewan","1118181"
"Jan-15","Alberta","4116047"
"Jan-15","Colombie-Britannique","4745468"
"Jan-15","Yukon","37168"
"Jan-15","Territoires du Nord-Ouest","44140"
"Jan-15","Nunavut","36219"
"Apr-15","Canada","35611271"
"Apr-15","Terre-Neuve-et-Labrador","528063"
"Apr-15","Île-du-Prince-Édouard","144259"
"Apr-15","Nouvelle-Écosse","936271"
"Apr-15","Nouveau-Brunswick","758948"
"Apr-15","Québec","8163063"
"Apr-15","Ontario","13669860"
"Apr-15","Manitoba","1288094"
"Apr-15","Saskatchewan","1118806"
"Apr-15","Alberta","4128300"
"Apr-15","Colombie-Britannique","4757759"
"Apr-15","Yukon","37372"
"Apr-15","Territoires du Nord-Ouest","44193"
"Apr-15","Nunavut","36283"
"Jul-15","Canada","35702908"
"Jul-15","Terre-Neuve-et-Labrador","528117"
"Jul-15","Île-du-Prince-Édouard","144546"
"Jul-15","Nouvelle-Écosse","936525"
"Jul-15","Nouveau-Brunswick","758842"
"Jul-15","Québec","8175272"
"Jul-15","Ontario","13707118"
"Jul-15","Manitoba","1292227"
"Jul-15","Saskatchewan","1120967"
"Jul-15","Alberta","4144491"
"Jul-15","Colombie-Britannique","4776388"
"Jul-15","Yukon","37690"
"Jul-15","Territoires du Nord-Ouest","44237"
"Jul-15","Nunavut","36488"
"Oct-15","Canada","35822894"
"Oct-15","Terre-Neuve-et-Labrador","528696"
"Oct-15","Île-du-Prince-Édouard","144894"
"Oct-15","Nouvelle-Écosse","938320"
"Oct-15","Nouveau-Brunswick","759778"
"Oct-15","Québec","8190014"
"Oct-15","Ontario","13757688"
"Oct-15","Manitoba","1297329"
"Oct-15","Saskatchewan","1124919"
"Oct-15","Alberta","4159519"
"Oct-15","Colombie-Britannique","4802955"
"Oct-15","Yukon","37751"
"Oct-15","Territoires du Nord-Ouest","44428"
"Oct-15","Nunavut","36603"
"Jan-16","Canada","35871136"
"Jan-16","Terre-Neuve-et-Labrador","528800"
"Jan-16","Île-du-Prince-Édouard","145202"
"Jan-16","Nouvelle-Écosse","938690"
"Jan-16","Nouveau-Brunswick","760580"
"Jan-16","Québec","8193624"
"Jan-16","Ontario","13773629"
"Jan-16","Manitoba","1302544"
"Jan-16","Saskatchewan","1127773"
"Jan-16","Alberta","4169830"
"Jan-16","Colombie-Britannique","4811465"
"Jan-16","Yukon","37770"
"Jan-16","Territoires du Nord-Ouest","44507"
"Jan-16","Nunavut","36722"
"Apr-16","Canada","35970303"
"Apr-16","Terre-Neuve-et-Labrador","529063"
"Apr-16","Île-du-Prince-Édouard","145784"
"Apr-16","Nouvelle-Écosse","940382"
"Apr-16","Nouveau-Brunswick","762289"
"Apr-16","Québec","8204085"
"Apr-16","Ontario","13816545"
"Apr-16","Manitoba","1307689"
"Apr-16","Saskatchewan","1131147"
"Apr-16","Alberta","4181765"
"Apr-16","Colombie-Britannique","4832155"
"Apr-16","Yukon","38042"
"Apr-16","Territoires du Nord-Ouest","44590"
"Apr-16","Nunavut","36767"
"Jul-16","Canada","36109487"
"Jul-16","Terre-Neuve-et-Labrador","529426"
"Jul-16","Île-du-Prince-Édouard","146969"
"Jul-16","Nouvelle-Écosse","942790"
"Jul-16","Nouveau-Brunswick","763350"
"Jul-16","Québec","8225950"
"Jul-16","Ontario","13875394"
"Jul-16","Manitoba","1314139"
"Jul-16","Saskatchewan","1135987"
"Jul-16","Alberta","4196061"
"Jul-16","Colombie-Britannique","4859250"
"Jul-16","Yukon","38547"
"Jul-16","Territoires du Nord-Ouest","44649"
"Jul-16","Nunavut","36975"
"Oct-16","Canada","36258726"
"Oct-16","Terre-Neuve-et-Labrador","529900"
"Oct-16","Île-du-Prince-Édouard","147936"
"Oct-16","Nouvelle-Écosse","946030"
"Oct-16","Nouveau-Brunswick","764844"
"Oct-16","Québec","8249692"
"Oct-16","Ontario","13946431"
"Oct-16","Manitoba","1319911"
"Oct-16","Saskatchewan","1140690"
"Oct-16","Alberta","4208958"
"Oct-16","Colombie-Britannique","4884002"
"Oct-16","Yukon","38750"
"Oct-16","Territoires du Nord-Ouest","44542"
"Oct-16","Nunavut","37040"
"Jan-17","Canada","36314099"
"Jan-17","Terre-Neuve-et-Labrador","529347"
"Jan-17","Île-du-Prince-Édouard","148181"
"Jan-17","Nouvelle-Écosse","945943"
"Jan-17","Nouveau-Brunswick","764617"
"Jan-17","Québec","8257450"
"Jan-17","Ontario","13971785"
"Jan-17","Manitoba","1324129"
"Jan-17","Saskatchewan","1143313"
"Jan-17","Alberta","4217855"
"Jan-17","Colombie-Britannique","4890848"
"Jan-17","Yukon","38848"
"Jan-17","Territoires du Nord-Ouest","44607"
"Jan-17","Nunavut","37176"
"Apr-17","Canada","36398013"
"Apr-17","Terre-Neuve-et-Labrador","528544"
"Apr-17","Île-du-Prince-Édouard","148860"
"Apr-17","Nouvelle-Écosse","947384"
"Apr-17","Nouveau-Brunswick","764813"
"Apr-17","Québec","8272894"
"Apr-17","Ontario","14006386"
"Apr-17","Manitoba","1328412"
"Apr-17","Saskatchewan","1146218"
"Apr-17","Alberta","4227969"
"Apr-17","Colombie-Britannique","4905210"
"Apr-17","Yukon","39175"
"Apr-17","Territoires du Nord-Ouest","44813"
"Apr-17","Nunavut","37335"
"Jul-17","Canada","36545236"
"Jul-17","Terre-Neuve-et-Labrador","528249"
"Jul-17","Île-du-Prince-Édouard","150402"
"Jul-17","Nouvelle-Écosse","950108"
"Jul-17","Nouveau-Brunswick","766621"
"Jul-17","Québec","8302063"
"Jul-17","Ontario","14070141"
"Jul-17","Manitoba","1334790"
"Jul-17","Saskatchewan","1150331"
"Jul-17","Alberta","4241100"
"Jul-17","Colombie-Britannique","4929384"
"Jul-17","Yukon","39610"
"Jul-17","Territoires du Nord-Ouest","44891"
"Jul-17","Nunavut","37546"
"Oct-17","Canada","36721223"
"Oct-17","Terre-Neuve-et-Labrador","528288"
"Oct-17","Île-du-Prince-Édouard","151376"
"Oct-17","Nouvelle-Écosse","953683"
"Oct-17","Nouveau-Brunswick","767935"
"Oct-17","Québec","8336460"
"Oct-17","Ontario","14150783"
"Oct-17","Manitoba","1340565"
"Oct-17","Saskatchewan","1154755"
"Oct-17","Alberta","4258195"
"Oct-17","Colombie-Britannique","4956550"
"Oct-17","Yukon","39804"
"Oct-17","Territoires du Nord-Ouest","45126"
"Oct-17","Nunavut","37703"
"Jan-18","Canada","36798408"
"Jan-18","Terre-Neuve-et-Labrador","527544"
"Jan-18","Île-du-Prince-Édouard","151516"
"Jan-18","Nouvelle-Écosse","953838"
"Jan-18","Nouveau-Brunswick","768005"
"Jan-18","Québec","8350601"
"Jan-18","Ontario","14186830"
"Jan-18","Manitoba","1344418"
"Jan-18","Saskatchewan","1156659"
"Jan-18","Alberta","4268853"
"Jan-18","Colombie-Britannique","4967421"
"Jan-18","Yukon","39972"
"Jan-18","Territoires du Nord-Ouest","45066"
"Jan-18","Nunavut","37685"
"Apr-18","Canada","36898431"
"Apr-18","Terre-Neuve-et-Labrador","526395"
"Apr-18","Île-du-Prince-Édouard","152039"
"Apr-18","Nouvelle-Écosse","954618"
"Apr-18","Nouveau-Brunswick","768522"
"Apr-18","Québec","8367551"
"Apr-18","Ontario","14235643"
"Apr-18","Manitoba","1347055"
"Apr-18","Saskatchewan","1158451"
"Apr-18","Alberta","4281706"
"Apr-18","Colombie-Britannique","4983183"
"Apr-18","Yukon","40141"
"Apr-18","Territoires du Nord-Ouest","45320"
"Apr-18","Nunavut","37807"
"Jul-18","Canada","37065084"
"Jul-18","Terre-Neuve-et-Labrador","525560"
"Jul-18","Île-du-Prince-Édouard","153396"
"Jul-18","Nouvelle-Écosse","958406"
"Jul-18","Nouveau-Brunswick","770301"
"Jul-18","Québec","8401738"
"Jul-18","Ontario","14308697"
"Jul-18","Manitoba","1352825"
"Jul-18","Saskatchewan","1161767"
"Jul-18","Alberta","4298275"
"Jul-18","Colombie-Britannique","5010476"
"Jul-18","Yukon","40519"
"Jul-18","Territoires du Nord-Ouest","44981"
"Jul-18","Nunavut","38143"
"Oct-18","Canada","37250385"
"Oct-18","Terre-Neuve-et-Labrador","525729"
"Oct-18","Île-du-Prince-Édouard","155152"
"Oct-18","Nouvelle-Écosse","963447"
"Oct-18","Nouveau-Brunswick","772597"
"Oct-18","Québec","8434705"
"Oct-18","Ontario","14392903"
"Oct-18","Manitoba","1357968"
"Oct-18","Saskatchewan","1165929"
"Oct-18","Alberta","4317665"
"Oct-18","Colombie-Britannique","5040353"
"Oct-18","Yukon","40679"
"Oct-18","Territoires du Nord-Ouest","44970"
"Oct-18","Nunavut","38288"
"Jan-19","Canada","37325235"
"Jan-19","Terre-Neuve-et-Labrador","524803"
"Jan-19","Île-du-Prince-Édouard","155254"
"Jan-19","Nouvelle-Écosse","964073"
"Jan-19","Nouveau-Brunswick","772828"
"Jan-19","Québec","8447803"
"Jan-19","Ontario","14426822"
"Jan-19","Manitoba","1361820"
"Jan-19","Saskatchewan","1168447"
"Jan-19","Alberta","4330833"
"Jan-19","Colombie-Britannique","5048144"
"Jan-19","Yukon","40854"
"Jan-19","Territoires du Nord-Ouest","45202"
"Jan-19","Nunavut","38352"
"Apr-19","Canada","37422946"
"Apr-19","Terre-Neuve-et-Labrador","524131"
"Apr-19","Île-du-Prince-Édouard","155916"
"Apr-19","Nouvelle-Écosse","965553"
"Apr-19","Nouveau-Brunswick","774035"
"Apr-19","Québec","8466531"
"Apr-19","Ontario","14467552"
"Apr-19","Manitoba","1364667"
"Apr-19","Saskatchewan","1169397"
"Apr-19","Alberta","4344454"
"Apr-19","Colombie-Britannique","5066120"
"Apr-19","Yukon","40932"
"Apr-19","Territoires du Nord-Ouest","45137"
"Apr-19","Nunavut","38521"
"Jul-19","Canada","37601230"
"Jul-19","Terre-Neuve-et-Labrador","523427"
"Jul-19","Île-du-Prince-Édouard","157419"
"Jul-19","Nouvelle-Écosse","970243"
"Jul-19","Nouveau-Brunswick","777128"
"Jul-19","Québec","8503483"
"Jul-19","Ontario","14544701"
"Jul-19","Manitoba","1369954"
"Jul-19","Saskatchewan","1172479"
"Jul-19","Alberta","4362576"
"Jul-19","Colombie-Britannique","5094796"
"Jul-19","Yukon","41362"
"Jul-19","Territoires du Nord-Ouest","45070"
"Jul-19","Nunavut","38592"
"Oct-19","Canada","37810038"
"Oct-19","Terre-Neuve-et-Labrador","523889"
"Oct-19","Île-du-Prince-Édouard","158760"
"Oct-19","Nouvelle-Écosse","976483"
"Oct-19","Nouveau-Brunswick","780597"
"Oct-19","Québec","8542964"
"Oct-19","Ontario","14636131"
"Oct-19","Manitoba","1373845"
"Oct-19","Saskatchewan","1176282"
"Oct-19","Alberta","4384848"
"Oct-19","Colombie-Britannique","5130780"
"Oct-19","Yukon","41648"
"Oct-19","Territoires du Nord-Ouest","45186"
"Oct-19","Nunavut","38625"
"Jan-20","Canada","37909001"
"Jan-20","Terre-Neuve-et-Labrador","523345"
"Jan-20","Île-du-Prince-Édouard","159369"
"Jan-20","Nouvelle-Écosse","977498"
"Jan-20","Nouveau-Brunswick","780677"
"Jan-20","Québec","8559876"
"Jan-20","Ontario","14686092"
"Jan-20","Manitoba","1377248"
"Jan-20","Saskatchewan","1179135"
"Jan-20","Alberta","4401362"
"Jan-20","Colombie-Britannique","5138710"
"Jan-20","Yukon","41699"
"Jan-20","Territoires du Nord-Ouest","45270"
"Jan-20","Nunavut","38720"
"Apr-20","Canada","37986182"
"Apr-20","Terre-Neuve-et-Labrador","522505"
"Apr-20","Île-du-Prince-Édouard","160390"
"Apr-20","Nouvelle-Écosse","979075"
"Apr-20","Nouveau-Brunswick","782092"
"Apr-20","Québec","8574709"
"Apr-20","Ontario","14718133"
"Apr-20","Manitoba","1379138"
"Apr-20","Saskatchewan","1179409"
"Apr-20","Alberta","4414332"
"Apr-20","Colombie-Britannique","5150199"
"Apr-20","Yukon","42015"
"Apr-20","Territoires du Nord-Ouest","45351"
"Apr-20","Nunavut","38834"
"Jul-20","Canada","38007166"
"Jul-20","Terre-Neuve-et-Labrador","521359"
"Jul-20","Île-du-Prince-Édouard","161305"
"Jul-20","Nouvelle-Écosse","981691"
"Jul-20","Nouveau-Brunswick","782996"
"Jul-20","Québec","8576595"
"Jul-20","Ontario","14726022"
"Jul-20","Manitoba","1379888"
"Jul-20","Saskatchewan","1178467"
"Jul-20","Alberta","4416682"
"Jul-20","Colombie-Britannique","5155495"
"Jul-20","Yukon","42163"
"Jul-20","Territoires du Nord-Ouest","45346"
"Jul-20","Nunavut","39157"
"Oct-20","Canada","38007048"
"Oct-20","Terre-Neuve-et-Labrador","520203"
"Oct-20","Île-du-Prince-Édouard","161455"
"Oct-20","Nouvelle-Écosse","981266"
"Oct-20","Nouveau-Brunswick","783354"
"Oct-20","Québec","8578733"
"Oct-20","Ontario","14721852"
"Oct-20","Manitoba","1381572"
"Oct-20","Saskatchewan","1177980"
"Oct-20","Alberta","4421857"
"Oct-20","Colombie-Britannique","5151920"
"Oct-20","Yukon","42327"
"Oct-20","Territoires du Nord-Ouest","45275"
"Oct-20","Nunavut","39254"
"Jan-21","Canada","38043450"
"Jan-21","Terre-Neuve-et-Labrador","519736"
"Jan-21","Île-du-Prince-Édouard","161662"
"Jan-21","Nouvelle-Écosse","981793"
"Jan-21","Nouveau-Brunswick","784472"
"Jan-21","Québec","8579010"
"Jan-21","Ontario","14740102"
"Jan-21","Manitoba","1384025"
"Jan-21","Saskatchewan","1179119"
"Jan-21","Alberta","4429077"
"Jan-21","Colombie-Britannique","5157293"
"Jan-21","Yukon","42401"
"Jan-21","Territoires du Nord-Ouest","45355"
"Jan-21","Nunavut","39405"
"Apr-21","Canada","38124373"
"Apr-21","Terre-Neuve-et-Labrador","519694"
"Apr-21","Île-du-Prince-Édouard","162866"
"Apr-21","Nouvelle-Écosse","985238"
"Apr-21","Nouveau-Brunswick","786529"
"Apr-21","Québec","8585460"
"Apr-21","Ontario","14773618"
"Apr-21","Manitoba","1388726"
"Apr-21","Saskatchewan","1181040"
"Apr-21","Alberta","4436944"
"Apr-21","Colombie-Britannique","5176360"
"Apr-21","Yukon","42719"
"Apr-21","Territoires du Nord-Ouest","45660"
"Apr-21","Nunavut","39519"
"Jul-21","Canada","38226498"
"Jul-21","Terre-Neuve-et-Labrador","520452"
"Jul-21","Île-du-Prince-Édouard","164758"
"Jul-21","Nouvelle-Écosse","991117"
"Jul-21","Nouveau-Brunswick","790398"
"Jul-21","Québec","8602335"
"Jul-21","Ontario","14809257"
"Jul-21","Manitoba","1391979"
"Jul-21","Saskatchewan","1181493"
"Jul-21","Alberta","4443773"
"Jul-21","Colombie-Britannique","5202378"
"Jul-21","Yukon","43250"
"Jul-21","Territoires du Nord-Ouest","45597"
"Jul-21","Nunavut","39711"
"Oct-21","Canada","38426473"
"Oct-21","Terre-Neuve-et-Labrador","521854"
"Oct-21","Île-du-Prince-Édouard","166435"
"Oct-21","Nouvelle-Écosse","998387"
"Oct-21","Nouveau-Brunswick","795851"
"Oct-21","Québec","8630187"
"Oct-21","Ontario","14901607"
"Oct-21","Manitoba","1395430"
"Oct-21","Saskatchewan","1182984"
"Oct-21","Alberta","4466124"
"Oct-21","Colombie-Britannique","5238713"
"Oct-21","Yukon","43373"
"Oct-21","Territoires du Nord-Ouest","45607"
"Oct-21","Nunavut","39921"
"Jan-22","Canada","38516138"
"Jan-22","Terre-Neuve-et-Labrador","522501"
"Jan-22","Île-du-Prince-Édouard","166858"
"Jan-22","Nouvelle-Écosse","1002441"
"Jan-22","Nouveau-Brunswick","799245"
"Jan-22","Québec","8637650"
"Jan-22","Ontario","14940912"
"Jan-22","Manitoba","1398303"
"Jan-22","Saskatchewan","1185311"
"Jan-22","Alberta","4482385"
"Jan-22","Colombie-Britannique","5251578"
"Jan-22","Yukon","43241"
"Jan-22","Territoires du Nord-Ouest","45710"
"Jan-22","Nunavut","40003"
"Apr-22","Canada","38644920"
"Apr-22","Terre-Neuve-et-Labrador","523043"
"Apr-22","Île-du-Prince-Édouard","168358"
"Apr-22","Nouvelle-Écosse","1007360"
"Apr-22","Nouveau-Brunswick","802862"
"Apr-22","Québec","8650692"
"Apr-22","Ontario","14996014"
"Apr-22","Manitoba","1401967"
"Apr-22","Saskatchewan","1188338"
"Apr-22","Alberta","4502858"
"Apr-22","Colombie-Britannique","5273809"
"Apr-22","Yukon","43518"
"Apr-22","Territoires du Nord-Ouest","45698"
"Apr-22","Nunavut","40403"
"Jul-22","Canada","38929902"
"Jul-22","Terre-Neuve-et-Labrador","525972"
"Jul-22","Île-du-Prince-Édouard","170688"
"Jul-22","Nouvelle-Écosse","1019725"
"Jul-22","Nouveau-Brunswick","812061"
"Jul-22","Québec","8695659"
"Jul-22","Ontario","15109416"
"Jul-22","Manitoba","1409223"
"Jul-22","Saskatchewan","1194803"
"Jul-22","Alberta","4543111"
"Jul-22","Colombie-Britannique","5319324"
"Jul-22","Yukon","43789"
"Jul-22","Territoires du Nord-Ouest","45605"
"Jul-22","Nunavut","40526"
"Oct-22","Canada","39292355"
"Oct-22","Terre-Neuve-et-Labrador","528818"
"Oct-22","Île-du-Prince-Édouard","172707"
"Oct-22","Nouvelle-Écosse","1030953"
"Oct-22","Nouveau-Brunswick","820786"
"Oct-22","Québec","8751352"
"Oct-22","Ontario","15262660"
"Oct-22","Manitoba","1420228"
"Oct-22","Saskatchewan","1205119"
"Oct-22","Alberta","4601314"
"Oct-22","Colombie-Britannique","5368266"
"Oct-22","Yukon","43964"
"Oct-22","Territoires du Nord-Ouest","45602"
"Oct-22","Nunavut","40586"
"Jan-23","Canada","39566248"
"Jan-23","Terre-Neuve-et-Labrador","531948"
"Jan-23","Île-du-Prince-Édouard","173954"
"Jan-23","Nouvelle-Écosse","1037782"
"Jan-23","Nouveau-Brunswick","825474"
"Jan-23","Québec","8787554"
"Jan-23","Ontario","15386407"
"Jan-23","Manitoba","1431792"
"Jan-23","Saskatchewan","1214618"
"Jan-23","Alberta","4647178"
"Jan-23","Colombie-Britannique","5399118"
"Jan-23","Yukon","44238"
"Jan-23","Territoires du Nord-Ouest","45493"
"Jan-23","Nunavut","40692"
