"PÉRIODE DE RÉFÉRENCE","GÉO","VALEUR"
"Oct-76","Terre-Neuve-et-Labrador","563591"
"Oct-76","Île-du-Prince-Édouard","118925"
"Oct-76","Nouvelle-Écosse","837578"
"Oct-76","Nouveau-Brunswick","690936"
"Oct-76","Québec","6404158"
"Oct-76","Ontario","8438765"
"Oct-76","Manitoba","1033171"
"Oct-76","Saskatchewan","936235"
"Oct-76","Alberta","1896466"
"Oct-76","Colombie-Britannique","2546813"
"Oct-76","Yukon","22509"
"Oct-76","Territoires du Nord-Ouest incluant Nunavut","44418"
"Jan-77","Canada","23591713"
"Jan-77","Terre-Neuve-et-Labrador","563387"
"Jan-77","Île-du-Prince-Édouard","119121"
"Jan-77","Nouvelle-Écosse","838385"
"Jan-77","Nouveau-Brunswick","691810"
"Jan-77","Québec","6412575"
"Jan-77","Ontario","8458617"
"Jan-77","Manitoba","1034113"
"Jan-77","Saskatchewan","938455"
"Jan-77","Alberta","1914570"
"Jan-77","Colombie-Britannique","2554051"
"Jan-77","Yukon","22262"
"Jan-77","Territoires du Nord-Ouest incluant Nunavut","44367"
"Apr-77","Canada","23656739"
"Apr-77","Terre-Neuve-et-Labrador","564217"
"Apr-77","Île-du-Prince-Édouard","119297"
"Apr-77","Nouvelle-Écosse","839315"
"Apr-77","Nouveau-Brunswick","693580"
"Apr-77","Québec","6423152"
"Apr-77","Ontario","8481322"
"Apr-77","Manitoba","1035920"
"Apr-77","Saskatchewan","941297"
"Apr-77","Alberta","1931214"
"Apr-77","Colombie-Britannique","2560711"
"Apr-77","Yukon","22308"
"Apr-77","Territoires du Nord-Ouest incluant Nunavut","44406"
"Jul-77","Canada","23725843"
"Jul-77","Terre-Neuve-et-Labrador","565348"
"Jul-77","Île-du-Prince-Édouard","119902"
"Jul-77","Nouvelle-Écosse","840028"
"Jul-77","Nouveau-Brunswick","695843"
"Jul-77","Québec","6433133"
"Jul-77","Ontario","8504080"
"Jul-77","Manitoba","1037369"
"Jul-77","Saskatchewan","944621"
"Jul-77","Alberta","1948263"
"Jul-77","Colombie-Britannique","2570315"
"Jul-77","Yukon","22462"
"Jul-77","Territoires du Nord-Ouest incluant Nunavut","44479"
"Oct-77","Canada","23801445"
"Oct-77","Terre-Neuve-et-Labrador","566116"
"Oct-77","Île-du-Prince-Édouard","120459"
"Oct-77","Nouvelle-Écosse","842051"
"Oct-77","Nouveau-Brunswick","696378"
"Oct-77","Québec","6431509"
"Oct-77","Ontario","8530102"
"Oct-77","Manitoba","1038470"
"Oct-77","Saskatchewan","947400"
"Oct-77","Alberta","1974721"
"Oct-77","Colombie-Britannique","2586668"
"Oct-77","Yukon","22747"
"Oct-77","Territoires du Nord-Ouest incluant Nunavut","44824"
"Jan-78","Canada","23849503"
"Jan-78","Terre-Neuve-et-Labrador","565981"
"Jan-78","Île-du-Prince-Édouard","120764"
"Jan-78","Nouvelle-Écosse","842961"
"Jan-78","Nouveau-Brunswick","696872"
"Jan-78","Québec","6432019"
"Jan-78","Ontario","8548453"
"Jan-78","Manitoba","1038859"
"Jan-78","Saskatchewan","948753"
"Jan-78","Alberta","1991454"
"Jan-78","Colombie-Britannique","2595858"
"Jan-78","Yukon","22668"
"Jan-78","Territoires du Nord-Ouest incluant Nunavut","44861"
"Apr-78","Canada","23903687"
"Apr-78","Terre-Neuve-et-Labrador","566671"
"Apr-78","Île-du-Prince-Édouard","121014"
"Apr-78","Nouvelle-Écosse","843663"
"Apr-78","Nouveau-Brunswick","697851"
"Apr-78","Québec","6436705"
"Apr-78","Ontario","8569298"
"Apr-78","Manitoba","1040028"
"Apr-78","Saskatchewan","950365"
"Apr-78","Alberta","2006745"
"Apr-78","Colombie-Britannique","2603502"
"Apr-78","Yukon","22834"
"Apr-78","Territoires du Nord-Ouest incluant Nunavut","45011"
"Jul-78","Canada","23963203"
"Jul-78","Terre-Neuve-et-Labrador","567639"
"Jul-78","Île-du-Prince-Édouard","121684"
"Jul-78","Nouvelle-Écosse","844628"
"Jul-78","Nouveau-Brunswick","699514"
"Jul-78","Québec","6440459"
"Jul-78","Ontario","8590144"
"Jul-78","Manitoba","1040881"
"Jul-78","Saskatchewan","952430"
"Jul-78","Alberta","2022241"
"Jul-78","Colombie-Britannique","2615162"
"Jul-78","Yukon","23157"
"Jul-78","Territoires du Nord-Ouest incluant Nunavut","45264"
"Oct-78","Canada","24025447"
"Oct-78","Terre-Neuve-et-Labrador","568417"
"Oct-78","Île-du-Prince-Édouard","121952"
"Oct-78","Nouvelle-Écosse","846612"
"Oct-78","Nouveau-Brunswick","699937"
"Oct-78","Québec","6442774"
"Oct-78","Ontario","8604263"
"Oct-78","Manitoba","1038528"
"Oct-78","Saskatchewan","954473"
"Oct-78","Alberta","2047919"
"Oct-78","Colombie-Britannique","2632020"
"Oct-78","Yukon","23120"
"Oct-78","Territoires du Nord-Ouest incluant Nunavut","45432"
"Jan-79","Canada","24071889"
"Jan-79","Terre-Neuve-et-Labrador","568329"
"Jan-79","Île-du-Prince-Édouard","122104"
"Jan-79","Nouvelle-Écosse","847511"
"Jan-79","Nouveau-Brunswick","700237"
"Jan-79","Québec","6446529"
"Jan-79","Ontario","8619239"
"Jan-79","Manitoba","1037449"
"Jan-79","Saskatchewan","955552"
"Jan-79","Alberta","2064776"
"Jan-79","Colombie-Britannique","2641872"
"Jan-79","Yukon","22845"
"Jan-79","Territoires du Nord-Ouest incluant Nunavut","45446"
"Apr-79","Canada","24128180"
"Apr-79","Terre-Neuve-et-Labrador","569012"
"Apr-79","Île-du-Prince-Édouard","122277"
"Apr-79","Nouvelle-Écosse","848272"
"Apr-79","Nouveau-Brunswick","701261"
"Apr-79","Québec","6455295"
"Apr-79","Ontario","8638099"
"Apr-79","Manitoba","1037417"
"Apr-79","Saskatchewan","957375"
"Apr-79","Alberta","2079840"
"Apr-79","Colombie-Britannique","2650940"
"Apr-79","Yukon","22845"
"Apr-79","Territoires du Nord-Ouest incluant Nunavut","45547"
"Jul-79","Canada","24201544"
"Jul-79","Terre-Neuve-et-Labrador","570075"
"Jul-79","Île-du-Prince-Édouard","122885"
"Jul-79","Nouvelle-Écosse","849396"
"Jul-79","Nouveau-Brunswick","703158"
"Jul-79","Québec","6465996"
"Jul-79","Ontario","8662088"
"Jul-79","Manitoba","1037272"
"Jul-79","Saskatchewan","959735"
"Jul-79","Alberta","2096966"
"Jul-79","Colombie-Britannique","2665238"
"Jul-79","Yukon","22972"
"Jul-79","Territoires du Nord-Ouest incluant Nunavut","45763"
"Oct-79","Canada","24279044"
"Oct-79","Terre-Neuve-et-Labrador","570976"
"Oct-79","Île-du-Prince-Édouard","123002"
"Oct-79","Nouvelle-Écosse","850336"
"Oct-79","Nouveau-Brunswick","703038"
"Oct-79","Québec","6472095"
"Oct-79","Ontario","8674941"
"Oct-79","Manitoba","1034189"
"Oct-79","Saskatchewan","961723"
"Oct-79","Alberta","2128647"
"Oct-79","Colombie-Britannique","2691121"
"Oct-79","Yukon","23036"
"Oct-79","Territoires du Nord-Ouest incluant Nunavut","45940"
"Jan-80","Canada","24345365"
"Jan-80","Terre-Neuve-et-Labrador","570899"
"Jan-80","Île-du-Prince-Édouard","123109"
"Jan-80","Nouvelle-Écosse","850915"
"Jan-80","Nouveau-Brunswick","703538"
"Jan-80","Québec","6480428"
"Jan-80","Ontario","8693157"
"Jan-80","Manitoba","1033557"
"Jan-80","Saskatchewan","963231"
"Jan-80","Alberta","2149996"
"Jan-80","Colombie-Britannique","2707690"
"Jan-80","Yukon","22834"
"Jan-80","Territoires du Nord-Ouest incluant Nunavut","46011"
"Apr-80","Canada","24418295"
"Apr-80","Terre-Neuve-et-Labrador","571554"
"Apr-80","Île-du-Prince-Édouard","123275"
"Apr-80","Nouvelle-Écosse","851541"
"Apr-80","Nouveau-Brunswick","704475"
"Apr-80","Québec","6492192"
"Apr-80","Ontario","8715218"
"Apr-80","Manitoba","1033985"
"Apr-80","Saskatchewan","965215"
"Apr-80","Alberta","2168863"
"Apr-80","Colombie-Britannique","2722921"
"Apr-80","Yukon","22876"
"Apr-80","Territoires du Nord-Ouest incluant Nunavut","46180"
"Jul-80","Canada","24515667"
"Jul-80","Terre-Neuve-et-Labrador","572759"
"Jul-80","Île-du-Prince-Édouard","123735"
"Jul-80","Nouvelle-Écosse","852659"
"Jul-80","Nouveau-Brunswick","706219"
"Jul-80","Québec","6505997"
"Jul-80","Ontario","8746013"
"Jul-80","Manitoba","1034435"
"Jul-80","Saskatchewan","967548"
"Jul-80","Alberta","2191029"
"Jul-80","Colombie-Britannique","2745861"
"Jul-80","Yukon","23019"
"Jul-80","Territoires du Nord-Ouest incluant Nunavut","46393"
"Oct-80","Canada","24603534"
"Oct-80","Terre-Neuve-et-Labrador","573582"
"Oct-80","Île-du-Prince-Édouard","123445"
"Oct-80","Nouvelle-Écosse","853389"
"Oct-80","Nouveau-Brunswick","705237"
"Oct-80","Québec","6515323"
"Oct-80","Ontario","8757388"
"Oct-80","Manitoba","1034017"
"Oct-80","Saskatchewan","970183"
"Oct-80","Alberta","2227159"
"Oct-80","Colombie-Britannique","2773680"
"Oct-80","Yukon","23380"
"Oct-80","Territoires du Nord-Ouest incluant Nunavut","46751"
"Jan-81","Canada","24665355"
"Jan-81","Terre-Neuve-et-Labrador","573420"
"Jan-81","Île-du-Prince-Édouard","123315"
"Jan-81","Nouvelle-Écosse","853673"
"Jan-81","Nouveau-Brunswick","704763"
"Jan-81","Québec","6523258"
"Jan-81","Ontario","8770591"
"Jan-81","Manitoba","1033968"
"Jan-81","Saskatchewan","971544"
"Jan-81","Alberta","2249907"
"Jan-81","Colombie-Britannique","2790754"
"Jan-81","Yukon","23311"
"Jan-81","Territoires du Nord-Ouest incluant Nunavut","46851"
"Apr-81","Canada","24732826"
"Apr-81","Terre-Neuve-et-Labrador","574199"
"Apr-81","Île-du-Prince-Édouard","123285"
"Apr-81","Nouvelle-Écosse","854024"
"Apr-81","Nouveau-Brunswick","705241"
"Apr-81","Québec","6534508"
"Apr-81","Ontario","8787156"
"Apr-81","Manitoba","1034805"
"Apr-81","Saskatchewan","973372"
"Apr-81","Alberta","2270227"
"Apr-81","Colombie-Britannique","2805394"
"Apr-81","Yukon","23517"
"Apr-81","Territoires du Nord-Ouest incluant Nunavut","47098"
"Jul-81","Canada","24819915"
"Jul-81","Terre-Neuve-et-Labrador","575302"
"Jul-81","Île-du-Prince-Édouard","123551"
"Jul-81","Nouvelle-Écosse","854871"
"Jul-81","Nouveau-Brunswick","706438"
"Jul-81","Québec","6547207"
"Jul-81","Ontario","8812286"
"Jul-81","Manitoba","1035545"
"Jul-81","Saskatchewan","975759"
"Jul-81","Alberta","2291104"
"Jul-81","Colombie-Britannique","2826558"
"Jul-81","Yukon","23880"
"Jul-81","Territoires du Nord-Ouest incluant Nunavut","47414"
"Oct-81","Canada","24920120"
"Oct-81","Terre-Neuve-et-Labrador","575276"
"Oct-81","Île-du-Prince-Édouard","123496"
"Oct-81","Nouvelle-Écosse","857038"
"Oct-81","Nouveau-Brunswick","706008"
"Oct-81","Québec","6558545"
"Oct-81","Ontario","8846005"
"Oct-81","Manitoba","1037183"
"Oct-81","Saskatchewan","979469"
"Oct-81","Alberta","2319715"
"Oct-81","Colombie-Britannique","2845212"
"Oct-81","Yukon","24120"
"Oct-81","Territoires du Nord-Ouest incluant Nunavut","48053"
"Jan-82","Canada","24979229"
"Jan-82","Terre-Neuve-et-Labrador","573343"
"Jan-82","Île-du-Prince-Édouard","123335"
"Jan-82","Nouvelle-Écosse","857469"
"Jan-82","Nouveau-Brunswick","705608"
"Jan-82","Québec","6565745"
"Jan-82","Ontario","8865774"
"Jan-82","Manitoba","1039300"
"Jan-82","Saskatchewan","981559"
"Jan-82","Alberta","2337458"
"Jan-82","Colombie-Britannique","2857268"
"Jan-82","Yukon","24302"
"Jan-82","Territoires du Nord-Ouest incluant Nunavut","48068"
"Apr-82","Canada","25042069"
"Apr-82","Terre-Neuve-et-Labrador","573292"
"Apr-82","Île-du-Prince-Édouard","123225"
"Apr-82","Nouvelle-Écosse","857592"
"Apr-82","Nouveau-Brunswick","706179"
"Apr-82","Québec","6572316"
"Apr-82","Ontario","8892646"
"Apr-82","Manitoba","1042251"
"Apr-82","Saskatchewan","983744"
"Apr-82","Alberta","2352042"
"Apr-82","Colombie-Britannique","2865557"
"Apr-82","Yukon","24571"
"Apr-82","Territoires du Nord-Ouest incluant Nunavut","48654"
"Jul-82","Canada","25116942"
"Jul-82","Terre-Neuve-et-Labrador","573795"
"Jul-82","Île-du-Prince-Édouard","123588"
"Jul-82","Nouvelle-Écosse","859038"
"Jul-82","Nouveau-Brunswick","707457"
"Jul-82","Québec","6580631"
"Jul-82","Ontario","8920288"
"Jul-82","Manitoba","1045224"
"Jul-82","Saskatchewan","986582"
"Jul-82","Alberta","2369827"
"Jul-82","Colombie-Britannique","2876513"
"Jul-82","Yukon","24668"
"Jul-82","Territoires du Nord-Ouest incluant Nunavut","49331"
"Oct-82","Canada","25193538"
"Oct-82","Terre-Neuve-et-Labrador","575898"
"Oct-82","Île-du-Prince-Édouard","123919"
"Oct-82","Nouvelle-Écosse","862255"
"Oct-82","Nouveau-Brunswick","709894"
"Oct-82","Québec","6584666"
"Oct-82","Ontario","8957042"
"Oct-82","Manitoba","1049816"
"Oct-82","Saskatchewan","991621"
"Oct-82","Alberta","2378405"
"Oct-82","Colombie-Britannique","2885875"
"Oct-82","Yukon","24320"
"Oct-82","Territoires du Nord-Ouest incluant Nunavut","49827"
"Jan-83","Canada","25242830"
"Jan-83","Terre-Neuve-et-Labrador","576813"
"Jan-83","Île-du-Prince-Édouard","124181"
"Jan-83","Nouvelle-Écosse","864117"
"Jan-83","Nouveau-Brunswick","711021"
"Jan-83","Québec","6588636"
"Jan-83","Ontario","8982933"
"Jan-83","Manitoba","1052538"
"Jan-83","Saskatchewan","993810"
"Jan-83","Alberta","2383354"
"Jan-83","Colombie-Britannique","2891441"
"Jan-83","Yukon","23838"
"Jan-83","Territoires du Nord-Ouest incluant Nunavut","50148"
"Apr-83","Canada","25300372"
"Apr-83","Terre-Neuve-et-Labrador","577523"
"Apr-83","Île-du-Prince-Édouard","124479"
"Apr-83","Nouvelle-Écosse","865796"
"Apr-83","Nouveau-Brunswick","712338"
"Apr-83","Québec","6595846"
"Apr-83","Ontario","9010994"
"Apr-83","Manitoba","1055586"
"Apr-83","Saskatchewan","997100"
"Apr-83","Alberta","2388090"
"Apr-83","Colombie-Britannique","2898574"
"Apr-83","Yukon","23702"
"Apr-83","Territoires du Nord-Ouest incluant Nunavut","50344"
"Jul-83","Canada","25366451"
"Jul-83","Terre-Neuve-et-Labrador","579164"
"Jul-83","Île-du-Prince-Édouard","125102"
"Jul-83","Nouvelle-Écosse","868289"
"Jul-83","Nouveau-Brunswick","714842"
"Jul-83","Québec","6602976"
"Jul-83","Ontario","9039564"
"Jul-83","Manitoba","1059752"
"Jul-83","Saskatchewan","1001249"
"Jul-83","Alberta","2393587"
"Jul-83","Colombie-Britannique","2907502"
"Jul-83","Yukon","23664"
"Jul-83","Territoires du Nord-Ouest incluant Nunavut","50760"
"Oct-83","Canada","25434150"
"Oct-83","Terre-Neuve-et-Labrador","579603"
"Oct-83","Île-du-Prince-Édouard","125634"
"Oct-83","Nouvelle-Écosse","872143"
"Oct-83","Nouveau-Brunswick","716531"
"Oct-83","Québec","6608417"
"Oct-83","Ontario","9074145"
"Oct-83","Manitoba","1063952"
"Oct-83","Saskatchewan","1005175"
"Oct-83","Alberta","2394239"
"Oct-83","Colombie-Britannique","2919166"
"Oct-83","Yukon","23760"
"Oct-83","Territoires du Nord-Ouest incluant Nunavut","51385"
"Jan-84","Canada","25482358"
"Jan-84","Terre-Neuve-et-Labrador","579558"
"Jan-84","Île-du-Prince-Édouard","125906"
"Jan-84","Nouvelle-Écosse","874076"
"Jan-84","Nouveau-Brunswick","717434"
"Jan-84","Québec","6613628"
"Jan-84","Ontario","9100590"
"Jan-84","Manitoba","1066222"
"Jan-84","Saskatchewan","1007484"
"Jan-84","Alberta","2394892"
"Jan-84","Colombie-Britannique","2927258"
"Jan-84","Yukon","23544"
"Jan-84","Territoires du Nord-Ouest incluant Nunavut","51766"
"Apr-84","Canada","25539861"
"Apr-84","Terre-Neuve-et-Labrador","579810"
"Apr-84","Île-du-Prince-Édouard","126184"
"Apr-84","Nouvelle-Écosse","875922"
"Apr-84","Nouveau-Brunswick","718627"
"Apr-84","Québec","6621748"
"Apr-84","Ontario","9129833"
"Apr-84","Manitoba","1069201"
"Apr-84","Saskatchewan","1010840"
"Apr-84","Alberta","2396706"
"Apr-84","Colombie-Britannique","2935384"
"Apr-84","Yukon","23603"
"Apr-84","Territoires du Nord-Ouest incluant Nunavut","52003"
"Jul-84","Canada","25607053"
"Jul-84","Terre-Neuve-et-Labrador","580065"
"Jul-84","Île-du-Prince-Édouard","126563"
"Jul-84","Nouvelle-Écosse","877471"
"Jul-84","Nouveau-Brunswick","720488"
"Jul-84","Québec","6631220"
"Jul-84","Ontario","9167484"
"Jul-84","Manitoba","1071810"
"Jul-84","Saskatchewan","1014615"
"Jul-84","Alberta","2393907"
"Jul-84","Colombie-Britannique","2947181"
"Jul-84","Yukon","23921"
"Jul-84","Territoires du Nord-Ouest incluant Nunavut","52328"
"Oct-84","Canada","25677668"
"Oct-84","Terre-Neuve-et-Labrador","579356"
"Oct-84","Île-du-Prince-Édouard","126877"
"Oct-84","Nouvelle-Écosse","881323"
"Oct-84","Nouveau-Brunswick","721509"
"Oct-84","Québec","6640276"
"Oct-84","Ontario","9210346"
"Oct-84","Manitoba","1075088"
"Oct-84","Saskatchewan","1018785"
"Oct-84","Alberta","2390913"
"Oct-84","Colombie-Britannique","2956332"
"Oct-84","Yukon","24168"
"Oct-84","Territoires du Nord-Ouest incluant Nunavut","52695"
"Jan-85","Canada","25721170"
"Jan-85","Terre-Neuve-et-Labrador","579043"
"Jan-85","Île-du-Prince-Édouard","127330"
"Jan-85","Nouvelle-Écosse","883012"
"Jan-85","Nouveau-Brunswick","721932"
"Jan-85","Québec","6645778"
"Jan-85","Ontario","9230294"
"Jan-85","Manitoba","1078327"
"Jan-85","Saskatchewan","1020040"
"Jan-85","Alberta","2395813"
"Jan-85","Colombie-Britannique","2962108"
"Jan-85","Yukon","24156"
"Jan-85","Territoires du Nord-Ouest incluant Nunavut","53337"
"Apr-85","Canada","25774717"
"Apr-85","Terre-Neuve-et-Labrador","579320"
"Apr-85","Île-du-Prince-Édouard","127486"
"Apr-85","Nouvelle-Écosse","884525"
"Apr-85","Nouveau-Brunswick","722406"
"Apr-85","Québec","6654729"
"Apr-85","Ontario","9256175"
"Apr-85","Manitoba","1081013"
"Apr-85","Saskatchewan","1021914"
"Apr-85","Alberta","2401499"
"Apr-85","Colombie-Britannique","2967584"
"Apr-85","Yukon","24245"
"Apr-85","Territoires du Nord-Ouest incluant Nunavut","53821"
"Jul-85","Canada","25842116"
"Jul-85","Terre-Neuve-et-Labrador","579275"
"Jul-85","Île-du-Prince-Édouard","127619"
"Jul-85","Nouvelle-Écosse","885848"
"Jul-85","Nouveau-Brunswick","723287"
"Jul-85","Québec","6665802"
"Jul-85","Ontario","9294657"
"Jul-85","Manitoba","1082495"
"Jul-85","Saskatchewan","1024928"
"Jul-85","Alberta","2404490"
"Jul-85","Colombie-Britannique","2975131"
"Jul-85","Yukon","24375"
"Jul-85","Territoires du Nord-Ouest incluant Nunavut","54209"
"Oct-85","Canada","25914797"
"Oct-85","Terre-Neuve-et-Labrador","577784"
"Oct-85","Île-du-Prince-Édouard","127864"
"Oct-85","Nouvelle-Écosse","887408"
"Oct-85","Nouveau-Brunswick","723955"
"Oct-85","Québec","6676959"
"Oct-85","Ontario","9338435"
"Oct-85","Manitoba","1085016"
"Oct-85","Saskatchewan","1027418"
"Oct-85","Alberta","2407001"
"Oct-85","Colombie-Britannique","2984237"
"Oct-85","Yukon","24458"
"Oct-85","Territoires du Nord-Ouest incluant Nunavut","54262"
"Jan-86","Canada","25962414"
"Jan-86","Terre-Neuve-et-Labrador","577248"
"Jan-86","Île-du-Prince-Édouard","128256"
"Jan-86","Nouvelle-Écosse","887435"
"Jan-86","Nouveau-Brunswick","724277"
"Jan-86","Québec","6684699"
"Jan-86","Ontario","9362036"
"Jan-86","Manitoba","1087851"
"Jan-86","Saskatchewan","1027137"
"Jan-86","Alberta","2415590"
"Jan-86","Colombie-Britannique","2988964"
"Jan-86","Yukon","24359"
"Jan-86","Territoires du Nord-Ouest incluant Nunavut","54562"
"Apr-86","Canada","26019615"
"Apr-86","Terre-Neuve-et-Labrador","577105"
"Apr-86","Île-du-Prince-Édouard","128403"
"Apr-86","Nouvelle-Écosse","888157"
"Apr-86","Nouveau-Brunswick","724432"
"Apr-86","Québec","6693133"
"Apr-86","Ontario","9391784"
"Apr-86","Manitoba","1090433"
"Apr-86","Saskatchewan","1027812"
"Apr-86","Alberta","2424950"
"Apr-86","Colombie-Britannique","2994267"
"Apr-86","Yukon","24364"
"Apr-86","Territoires du Nord-Ouest incluant Nunavut","54775"
"Jul-86","Canada","26100278"
"Jul-86","Terre-Neuve-et-Labrador","576306"
"Jul-86","Île-du-Prince-Édouard","128436"
"Jul-86","Nouvelle-Écosse","889087"
"Jul-86","Nouveau-Brunswick","725019"
"Jul-86","Québec","6708170"
"Jul-86","Ontario","9437359"
"Jul-86","Manitoba","1091552"
"Jul-86","Saskatchewan","1028717"
"Jul-86","Alberta","2432930"
"Jul-86","Colombie-Britannique","3003621"
"Jul-86","Yukon","24430"
"Jul-86","Territoires du Nord-Ouest incluant Nunavut","54651"
"Oct-86","Canada","26187639"
"Oct-86","Terre-Neuve-et-Labrador","575396"
"Oct-86","Île-du-Prince-Édouard","128281"
"Oct-86","Nouvelle-Écosse","891078"
"Oct-86","Nouveau-Brunswick","725304"
"Oct-86","Québec","6727250"
"Oct-86","Ontario","9493289"
"Oct-86","Manitoba","1092636"
"Oct-86","Saskatchewan","1029554"
"Oct-86","Alberta","2429949"
"Oct-86","Colombie-Britannique","3015876"
"Oct-86","Yukon","24782"
"Oct-86","Territoires du Nord-Ouest incluant Nunavut","54244"
"Jan-87","Canada","26256140"
"Jan-87","Terre-Neuve-et-Labrador","575586"
"Jan-87","Île-du-Prince-Édouard","128429"
"Jan-87","Nouvelle-Écosse","891424"
"Jan-87","Nouveau-Brunswick","725368"
"Jan-87","Québec","6745101"
"Jan-87","Ontario","9531478"
"Jan-87","Manitoba","1094659"
"Jan-87","Saskatchewan","1029639"
"Jan-87","Alberta","2432958"
"Jan-87","Colombie-Britannique","3021900"
"Jan-87","Yukon","25125"
"Jan-87","Territoires du Nord-Ouest incluant Nunavut","54473"
"Apr-87","Canada","26346370"
"Apr-87","Terre-Neuve-et-Labrador","575802"
"Apr-87","Île-du-Prince-Édouard","128645"
"Apr-87","Nouvelle-Écosse","891908"
"Apr-87","Nouveau-Brunswick","726566"
"Apr-87","Québec","6765059"
"Apr-87","Ontario","9577947"
"Apr-87","Manitoba","1097076"
"Apr-87","Saskatchewan","1031336"
"Apr-87","Alberta","2439074"
"Apr-87","Colombie-Britannique","3032807"
"Apr-87","Yukon","25386"
"Apr-87","Territoires du Nord-Ouest incluant Nunavut","54764"
"Jul-87","Canada","26446601"
"Jul-87","Terre-Neuve-et-Labrador","575242"
"Jul-87","Île-du-Prince-Édouard","128641"
"Jul-87","Nouvelle-Écosse","893606"
"Jul-87","Nouveau-Brunswick","727768"
"Jul-87","Québec","6781984"
"Jul-87","Ontario","9637945"
"Jul-87","Manitoba","1098373"
"Jul-87","Saskatchewan","1032799"
"Jul-87","Alberta","2440877"
"Jul-87","Colombie-Britannique","3048651"
"Jul-87","Yukon","25706"
"Jul-87","Territoires du Nord-Ouest incluant Nunavut","55009"
"Oct-87","Canada","26542370"
"Oct-87","Terre-Neuve-et-Labrador","574094"
"Oct-87","Île-du-Prince-Édouard","128758"
"Oct-87","Nouvelle-Écosse","894585"
"Oct-87","Nouveau-Brunswick","728100"
"Oct-87","Québec","6796640"
"Oct-87","Ontario","9702789"
"Oct-87","Manitoba","1098195"
"Oct-87","Saskatchewan","1031995"
"Oct-87","Alberta","2437537"
"Oct-87","Colombie-Britannique","3068995"
"Oct-87","Yukon","25808"
"Oct-87","Territoires du Nord-Ouest incluant Nunavut","54874"
"Jan-88","Canada","26602328"
"Jan-88","Terre-Neuve-et-Labrador","574543"
"Jan-88","Île-du-Prince-Édouard","129152"
"Jan-88","Nouvelle-Écosse","894600"
"Jan-88","Nouveau-Brunswick","728401"
"Jan-88","Québec","6805203"
"Jan-88","Ontario","9735171"
"Jan-88","Manitoba","1099782"
"Jan-88","Saskatchewan","1029527"
"Jan-88","Alberta","2443396"
"Jan-88","Colombie-Britannique","3081368"
"Jan-88","Yukon","25902"
"Jan-88","Territoires du Nord-Ouest incluant Nunavut","55283"
"Apr-88","Canada","26679165"
"Apr-88","Terre-Neuve-et-Labrador","574912"
"Apr-88","Île-du-Prince-Édouard","129242"
"Apr-88","Nouvelle-Écosse","895638"
"Apr-88","Nouveau-Brunswick","729079"
"Apr-88","Québec","6818248"
"Apr-88","Ontario","9774964"
"Apr-88","Manitoba","1101404"
"Apr-88","Saskatchewan","1028590"
"Apr-88","Alberta","2450646"
"Apr-88","Colombie-Britannique","3094274"
"Apr-88","Yukon","26335"
"Apr-88","Territoires du Nord-Ouest incluant Nunavut","55833"
"Jul-88","Canada","26791747"
"Jul-88","Terre-Neuve-et-Labrador","574982"
"Jul-88","Île-du-Prince-Édouard","129289"
"Jul-88","Nouvelle-Écosse","897216"
"Jul-88","Nouveau-Brunswick","730349"
"Jul-88","Québec","6837077"
"Jul-88","Ontario","9838620"
"Jul-88","Manitoba","1102152"
"Jul-88","Saskatchewan","1028225"
"Jul-88","Alberta","2456614"
"Jul-88","Colombie-Britannique","3114761"
"Jul-88","Yukon","26653"
"Jul-88","Territoires du Nord-Ouest incluant Nunavut","55809"
"Oct-88","Canada","26932655"
"Oct-88","Terre-Neuve-et-Labrador","574645"
"Oct-88","Île-du-Prince-Édouard","129327"
"Oct-88","Nouvelle-Écosse","899462"
"Oct-88","Nouveau-Brunswick","731671"
"Oct-88","Québec","6864044"
"Oct-88","Ontario","9917210"
"Oct-88","Manitoba","1101074"
"Oct-88","Saskatchewan","1025453"
"Oct-88","Alberta","2465242"
"Oct-88","Colombie-Britannique","3141854"
"Oct-88","Yukon","26582"
"Oct-88","Territoires du Nord-Ouest incluant Nunavut","56091"
"Jan-89","Canada","27032356"
"Jan-89","Terre-Neuve-et-Labrador","575626"
"Jan-89","Île-du-Prince-Édouard","129984"
"Jan-89","Nouvelle-Écosse","900270"
"Jan-89","Nouveau-Brunswick","732462"
"Jan-89","Québec","6882602"
"Jan-89","Ontario","9969308"
"Jan-89","Manitoba","1101544"
"Jan-89","Saskatchewan","1021497"
"Jan-89","Alberta","2477533"
"Jan-89","Colombie-Britannique","3158092"
"Jan-89","Yukon","26898"
"Jan-89","Territoires du Nord-Ouest incluant Nunavut","56540"
"Apr-89","Canada","27147776"
"Apr-89","Terre-Neuve-et-Labrador","576458"
"Apr-89","Île-du-Prince-Édouard","130192"
"Apr-89","Nouvelle-Écosse","901341"
"Apr-89","Nouveau-Brunswick","733872"
"Apr-89","Québec","6903228"
"Apr-89","Ontario","10031922"
"Apr-89","Manitoba","1102669"
"Apr-89","Saskatchewan","1020302"
"Apr-89","Alberta","2489032"
"Apr-89","Colombie-Britannique","3174623"
"Apr-89","Yukon","27053"
"Apr-89","Territoires du Nord-Ouest incluant Nunavut","57084"
"Jul-89","Canada","27276781"
"Jul-89","Terre-Neuve-et-Labrador","576551"
"Jul-89","Île-du-Prince-Édouard","130153"
